AUTH_STAT,BRANCH_CODE,YEAR,MOD_NO,RECORD_STAT,WEEKLY_HOLIDAYS,CHECKER_DT_STAMP,CHECKER_ID,MAKER_DT_STAMP,MAKER_ID,ONCE_AUTH
A,014,8742,4115,O,WEEKLY_,2026-08-27,CHECKER_ID_2,2026-08-27,MAKER_ID_239,Y
A,015,5803,4250,O,WEEKLY_,2026-08-28,CHECKER_ID_2,2026-08-28,MAKER_ID_240,Y
A,016,9560,7572,O,WEEKLY_,2026-08-29,CHECKER_ID_2,2026-08-29,MAKER_ID_241,Y
A,017,2197,5921,O,WEEKLY_,2026-08-30,CHECKER_ID_2,2026-08-30,MAKER_ID_242,Y
A,018,7164,4764,O,WEEKLY_,2026-08-31,CHECKER_ID_2,2026-08-31,MAKER_ID_243,Y
A,019,7364,9759,O,WEEKLY_,2026-09-01,CHECKER_ID_2,2026-09-01,MAKER_ID_244,Y
A,020,4646,7012,O,WEEKLY_,2026-09-02,CHECKER_ID_2,2026-09-02,MAKER_ID_245,Y
A,021,6215,4344,O,WEEKLY_,2026-09-03,CHECKER_ID_2,2026-09-03,MAKER_ID_246,Y
A,022,8755,9,O,WEEKLY_,2026-09-04,CHECKER_ID_2,2026-09-04,MAKER_ID_247,Y
A,023,2187,8545,O,WEEKLY_,2026-09-05,CHECKER_ID_2,2026-09-05,MAKER_ID_248,Y
A,024,4145,5096,O,WEEKLY_,2026-09-06,CHECKER_ID_2,2026-09-06,MAKER_ID_249,Y
A,025,8626,4268,O,WEEKLY_,2026-09-07,CHECKER_ID_2,2026-09-07,MAKER_ID_250,Y
A,001,6416,2005,O,WEEKLY_,2026-09-08,CHECKER_ID_2,2026-09-08,MAKER_ID_251,Y
A,002,791,8409,O,WEEKLY_,2026-09-09,CHECKER_ID_2,2026-09-09,MAKER_ID_252,Y
A,003,5145,7543,O,WEEKLY_,2026-09-10,CHECKER_ID_2,2026-09-10,MAKER_ID_253,Y
U,004,3248,885,O,WEEKLY_,2026-09-11,CHECKER_ID_2,2026-09-11,MAKER_ID_254,Y
A,005,4411,8738,O,WEEKLY_,2026-09-12,CHECKER_ID_2,2026-09-12,MAKER_ID_255,Y
A,006,6520,1358,O,WEEKLY_,2026-09-13,CHECKER_ID_2,2026-09-13,MAKER_ID_256,Y
A,007,777,6411,O,WEEKLY_,2026-09-14,CHECKER_ID_2,2026-09-14,MAKER_ID_257,Y
A,008,3361,4999,O,WEEKLY_,2026-09-15,CHECKER_ID_2,2026-09-15,MAKER_ID_258,Y
A,009,9986,4485,O,WEEKLY_,2026-09-16,CHECKER_ID_2,2026-09-16,MAKER_ID_259,Y
A,010,7682,7698,O,WEEKLY_,2026-09-17,CHECKER_ID_2,2026-09-17,MAKER_ID_260,Y
A,011,7884,7818,O,WEEKLY_,2026-09-18,CHECKER_ID_2,2026-09-18,MAKER_ID_261,Y
A,012,4549,1096,O,WEEKLY_,2026-09-19,CHECKER_ID_2,2026-09-19,MAKER_ID_262,Y
A,013,8929,8668,O,WEEKLY_,2026-09-20,CHECKER_ID_2,2026-09-20,MAKER_ID_263,Y
A,014,8915,954,O,WEEKLY_,2026-09-21,CHECKER_ID_2,2026-09-21,MAKER_ID_264,Y
A,015,3432,6399,O,WEEKLY_,2026-09-22,CHECKER_ID_2,2026-09-22,MAKER_ID_265,Y
A,016,287,7029,O,WEEKLY_,2026-09-23,CHECKER_ID_2,2026-09-23,MAKER_ID_266,Y
A,017,4554,8500,O,WEEKLY_,2026-09-24,CHECKER_ID_2,2026-09-24,MAKER_ID_267,Y
A,018,8002,4735,O,WEEKLY_,2026-09-25,CHECKER_ID_2,2026-09-25,MAKER_ID_268,Y
A,019,5560,2994,O,WEEKLY_,2026-09-26,CHECKER_ID_2,2026-09-26,MAKER_ID_269,Y
A,020,8266,4855,O,WEEKLY_,2026-09-27,CHECKER_ID_2,2026-09-27,MAKER_ID_270,Y
A,021,7607,1861,O,WEEKLY_,2026-09-28,CHECKER_ID_2,2026-09-28,MAKER_ID_271,Y
A,022,2509,7073,O,WEEKLY_,2026-09-29,CHECKER_ID_2,2026-09-29,MAKER_ID_272,Y
A,023,5159,6427,O,WEEKLY_,2026-09-30,CHECKER_ID_2,2026-09-30,MAKER_ID_273,Y
A,024,9787,2442,O,WEEKLY_,2026-10-01,CHECKER_ID_2,2026-10-01,MAKER_ID_274,Y
A,025,7547,7867,O,WEEKLY_,2026-10-02,CHECKER_ID_2,2026-10-02,MAKER_ID_275,Y
A,001,5788,4707,O,WEEKLY_,2026-10-03,CHECKER_ID_2,2026-10-03,MAKER_ID_276,Y
U,002,946,1585,O,WEEKLY_,2026-10-04,CHECKER_ID_2,2026-10-04,MAKER_ID_277,Y
A,003,8027,816,O,WEEKLY_,2026-10-05,CHECKER_ID_2,2026-10-05,MAKER_ID_278,Y
A,004,4724,5516,O,WEEKLY_,2026-10-06,CHECKER_ID_2,2026-10-06,MAKER_ID_279,Y
A,005,9857,9023,O,WEEKLY_,2026-10-07,CHECKER_ID_2,2026-10-07,MAKER_ID_280,Y
A,006,3207,9134,O,WEEKLY_,2026-10-08,CHECKER_ID_2,2026-10-08,MAKER_ID_281,Y
A,007,2005,7646,O,WEEKLY_,2026-10-09,CHECKER_ID_2,2026-10-09,MAKER_ID_282,Y
A,008,6871,7797,O,WEEKLY_,2026-10-10,CHECKER_ID_2,2026-10-10,MAKER_ID_283,Y
A,009,8587,1725,O,WEEKLY_,2026-10-11,CHECKER_ID_2,2026-10-11,MAKER_ID_284,Y
A,010,586,3615,O,WEEKLY_,2026-10-12,CHECKER_ID_2,2026-10-12,MAKER_ID_285,Y
A,011,7776,6778,O,WEEKLY_,2026-10-13,CHECKER_ID_2,2026-10-13,MAKER_ID_286,Y
A,012,6512,3429,O,WEEKLY_,2026-10-14,CHECKER_ID_2,2026-10-14,MAKER_ID_287,Y
A,013,7292,9336,O,WEEKLY_,2026-10-15,CHECKER_ID_2,2026-10-15,MAKER_ID_288,Y
A,014,7850,9492,O,WEEKLY_,2026-10-16,CHECKER_ID_2,2026-10-16,MAKER_ID_289,Y
A,015,5734,5692,O,WEEKLY_,2026-10-17,CHECKER_ID_2,2026-10-17,MAKER_ID_290,Y
A,016,3258,6574,O,WEEKLY_,2026-10-18,CHECKER_ID_2,2026-10-18,MAKER_ID_291,Y
A,017,7078,434,O,WEEKLY_,2026-10-19,CHECKER_ID_2,2026-10-19,MAKER_ID_292,Y
A,018,7182,9930,O,WEEKLY_,2026-10-20,CHECKER_ID_2,2026-10-20,MAKER_ID_293,Y
A,019,1483,8116,O,WEEKLY_,2026-10-21,CHECKER_ID_2,2026-10-21,MAKER_ID_294,Y
A,020,6965,8469,O,WEEKLY_,2026-10-22,CHECKER_ID_2,2026-10-22,MAKER_ID_295,Y
A,021,1628,5545,O,WEEKLY_,2026-10-23,CHECKER_ID_2,2026-10-23,MAKER_ID_296,Y
A,022,4010,2372,O,WEEKLY_,2026-10-24,CHECKER_ID_2,2026-10-24,MAKER_ID_297,Y
A,023,5028,7407,O,WEEKLY_,2026-10-25,CHECKER_ID_2,2026-10-25,MAKER_ID_298,Y
A,024,5131,7461,O,WEEKLY_,2026-10-26,CHECKER_ID_2,2026-10-26,MAKER_ID_299,Y
U,025,1406,6577,O,WEEKLY_,2026-10-27,CHECKER_ID_3,2026-10-27,MAKER_ID_300,Y
A,001,8616,1705,O,WEEKLY_,2026-10-28,CHECKER_ID_3,2026-10-28,MAKER_ID_301,Y
A,002,2722,1358,O,WEEKLY_,2026-10-29,CHECKER_ID_3,2026-10-29,MAKER_ID_302,Y
A,003,1215,7716,O,WEEKLY_,2026-10-30,CHECKER_ID_3,2026-10-30,MAKER_ID_303,Y
A,004,1096,8124,O,WEEKLY_,2026-10-31,CHECKER_ID_3,2026-10-31,MAKER_ID_304,Y
A,005,8168,3570,O,WEEKLY_,2026-11-01,CHECKER_ID_3,2026-11-01,MAKER_ID_305,Y
A,006,6716,9932,O,WEEKLY_,2026-11-02,CHECKER_ID_3,2026-11-02,MAKER_ID_306,Y
A,007,5063,8614,O,WEEKLY_,2026-11-03,CHECKER_ID_3,2026-11-03,MAKER_ID_307,Y
A,008,5138,1481,O,WEEKLY_,2026-11-04,CHECKER_ID_3,2026-11-04,MAKER_ID_308,Y
A,009,1192,2244,O,WEEKLY_,2026-11-05,CHECKER_ID_3,2026-11-05,MAKER_ID_309,Y
A,010,6153,3719,O,WEEKLY_,2026-11-06,CHECKER_ID_3,2026-11-06,MAKER_ID_310,Y
A,011,1954,2053,O,WEEKLY_,2026-11-07,CHECKER_ID_3,2026-11-07,MAKER_ID_311,Y
A,012,7668,6448,O,WEEKLY_,2026-11-08,CHECKER_ID_3,2026-11-08,MAKER_ID_312,Y
A,013,8497,6743,O,WEEKLY_,2026-11-09,CHECKER_ID_3,2026-11-09,MAKER_ID_313,Y
A,014,2639,4996,O,WEEKLY_,2026-11-10,CHECKER_ID_3,2026-11-10,MAKER_ID_314,Y
A,015,3525,847,O,WEEKLY_,2026-11-11,CHECKER_ID_3,2026-11-11,MAKER_ID_315,Y
A,016,9331,640,O,WEEKLY_,2026-11-12,CHECKER_ID_3,2026-11-12,MAKER_ID_316,Y
A,017,3212,7819,O,WEEKLY_,2026-11-13,CHECKER_ID_3,2026-11-13,MAKER_ID_317,Y
A,018,9108,6339,O,WEEKLY_,2026-11-14,CHECKER_ID_3,2026-11-14,MAKER_ID_318,Y
A,019,4975,8679,O,WEEKLY_,2026-11-15,CHECKER_ID_3,2026-11-15,MAKER_ID_319,Y
A,020,9652,7496,O,WEEKLY_,2026-11-16,CHECKER_ID_3,2026-11-16,MAKER_ID_320,Y
A,021,8600,2978,O,WEEKLY_,2026-11-17,CHECKER_ID_3,2026-11-17,MAKER_ID_321,Y
A,022,246,5097,O,WEEKLY_,2026-11-18,CHECKER_ID_3,2026-11-18,MAKER_ID_322,Y
U,023,305,4070,O,WEEKLY_,2026-11-19,CHECKER_ID_3,2026-11-19,MAKER_ID_323,Y
A,024,5486,7014,O,WEEKLY_,2026-11-20,CHECKER_ID_3,2026-11-20,MAKER_ID_324,Y
A,025,2614,9611,O,WEEKLY_,2026-11-21,CHECKER_ID_3,2026-11-21,MAKER_ID_325,Y
A,001,4530,2986,O,WEEKLY_,2026-11-22,CHECKER_ID_3,2026-11-22,MAKER_ID_326,Y
A,002,2407,8661,O,WEEKLY_,2026-11-23,CHECKER_ID_3,2026-11-23,MAKER_ID_327,Y
A,003,8533,69,O,WEEKLY_,2026-11-24,CHECKER_ID_3,2026-11-24,MAKER_ID_328,Y
A,004,3880,2988,O,WEEKLY_,2026-11-25,CHECKER_ID_3,2026-11-25,MAKER_ID_329,Y
A,005,3042,2057,O,WEEKLY_,2026-11-26,CHECKER_ID_3,2026-11-26,MAKER_ID_330,Y
A,006,8977,8321,O,WEEKLY_,2026-11-27,CHECKER_ID_3,2026-11-27,MAKER_ID_331,Y
A,007,2954,740,O,WEEKLY_,2026-11-28,CHECKER_ID_3,2026-11-28,MAKER_ID_332,Y
A,008,8944,9530,O,WEEKLY_,2026-11-29,CHECKER_ID_3,2026-11-29,MAKER_ID_333,Y
A,009,4855,2467,O,WEEKLY_,2026-11-30,CHECKER_ID_3,2026-11-30,MAKER_ID_334,Y
A,010,2339,70,O,WEEKLY_,2026-12-01,CHECKER_ID_3,2026-12-01,MAKER_ID_335,Y
A,011,9405,13,O,WEEKLY_,2026-12-02,CHECKER_ID_3,2026-12-02,MAKER_ID_336,Y
A,012,119,4334,O,WEEKLY_,2026-12-03,CHECKER_ID_3,2026-12-03,MAKER_ID_337,Y
A,013,3154,9427,O,WEEKLY_,2026-12-04,CHECKER_ID_3,2026-12-04,MAKER_ID_338,Y
A,014,2367,2609,O,WEEKLY_,2026-12-05,CHECKER_ID_3,2026-12-05,MAKER_ID_339,Y
A,015,9778,1863,O,WEEKLY_,2026-12-06,CHECKER_ID_3,2026-12-06,MAKER_ID_340,Y
A,016,7684,1681,O,WEEKLY_,2026-12-07,CHECKER_ID_3,2026-12-07,MAKER_ID_341,Y
A,017,9109,1668,O,WEEKLY_,2026-12-08,CHECKER_ID_3,2026-12-08,MAKER_ID_342,Y
A,018,1110,598,O,WEEKLY_,2026-12-09,CHECKER_ID_3,2026-12-09,MAKER_ID_343,Y
A,019,7985,5143,O,WEEKLY_,2026-12-10,CHECKER_ID_3,2026-12-10,MAKER_ID_344,Y
A,020,7492,4160,O,WEEKLY_,2026-12-11,CHECKER_ID_3,2026-12-11,MAKER_ID_345,Y
U,021,2116,54,O,WEEKLY_,2026-12-12,CHECKER_ID_3,2026-12-12,MAKER_ID_346,Y
A,022,6882,4826,O,WEEKLY_,2026-12-13,CHECKER_ID_3,2026-12-13,MAKER_ID_347,Y
A,023,3135,9728,O,WEEKLY_,2026-12-14,CHECKER_ID_3,2026-12-14,MAKER_ID_348,Y
A,024,3899,9658,O,WEEKLY_,2026-12-15,CHECKER_ID_3,2026-12-15,MAKER_ID_349,Y
A,025,6922,5858,O,WEEKLY_,2026-12-16,CHECKER_ID_3,2026-12-16,MAKER_ID_350,Y
A,001,721,8930,O,WEEKLY_,2026-12-17,CHECKER_ID_3,2026-12-17,MAKER_ID_351,Y
A,002,1776,3317,O,WEEKLY_,2026-12-18,CHECKER_ID_3,2026-12-18,MAKER_ID_352,Y
A,003,7782,7947,O,WEEKLY_,2026-12-19,CHECKER_ID_3,2026-12-19,MAKER_ID_353,Y
A,004,1184,5665,O,WEEKLY_,2026-12-20,CHECKER_ID_3,2026-12-20,MAKER_ID_354,Y
A,005,485,193,O,WEEKLY_,2026-12-21,CHECKER_ID_3,2026-12-21,MAKER_ID_355,Y
A,006,2110,3916,O,WEEKLY_,2026-12-22,CHECKER_ID_3,2026-12-22,MAKER_ID_356,Y
A,007,6492,4725,O,WEEKLY_,2026-12-23,CHECKER_ID_3,2026-12-23,MAKER_ID_357,Y
A,008,5081,8395,O,WEEKLY_,2026-12-24,CHECKER_ID_3,2026-12-24,MAKER_ID_358,Y
A,009,8395,6176,O,WEEKLY_,2026-12-25,CHECKER_ID_3,2026-12-25,MAKER_ID_359,Y
A,010,8436,5097,O,WEEKLY_,2026-12-26,CHECKER_ID_3,2026-12-26,MAKER_ID_360,Y
A,011,5625,331,O,WEEKLY_,2026-12-27,CHECKER_ID_3,2026-12-27,MAKER_ID_361,Y
A,012,3442,4531,O,WEEKLY_,2026-12-28,CHECKER_ID_3,2026-12-28,MAKER_ID_362,Y
A,013,6771,162,O,WEEKLY_,2026-12-29,CHECKER_ID_3,2026-12-29,MAKER_ID_363,Y
A,014,5753,2601,O,WEEKLY_,2026-12-30,CHECKER_ID_3,2026-12-30,MAKER_ID_364,Y
A,015,473,5680,O,WEEKLY_,2026-12-31,CHECKER_ID_3,2026-12-31,MAKER_ID_365,Y
A,016,6610,9955,O,WEEKLY_,2026-01-01,CHECKER_ID_3,2026-01-01,MAKER_ID_366,Y
A,017,4715,6704,O,WEEKLY_,2026-01-02,CHECKER_ID_3,2026-01-02,MAKER_ID_367,Y
