MODULE,CONTRACT_REF_NO,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,EVENT_SEQ_NO,EVENT_DATE,EVENT_CODE,CONTRACT_STATUS,AUTH_STATUS,NEW_VERSION_INDICATOR,REVERSED_EVENT_SEQ_NO,EVENT_VALUE_DATE,ECA_STATUS,WORKFLOW_STATUS,RATE_REVISION_STATUS,RELEASE_BY,RELEASE_DT_STAMP,RATE_ASSIGNED_BY,RATE_ASSIGN_DT_STAMP,RATE_ASSIGN_AUTH_BY,RATE_ASSIGN_AUTH_DT_STAMP,INFORM_STATUS,TRN_TYPE,CUTOFF_STATUS,CUTOFF_EVENT_SEQ_NO,TXN_ID,TXN_BRANCH
MO,CONTRACT_REF_NO_,MAKER_ID_330,2026-11-26,CHECKER_ID_3,2026-11-26,336437,2026-11-26,EVEN,C,A,N,7426,2026-11-26,E,WO,RA,RELEASE_BY_3,2026-11-26,RATE_ASSIGNE,2026-11-26,RATE_ASSIGN_,2026-11-26,I,TRN_TYPE_3,C,6677,TXN0000000000000330,005
MO,CONTRACT_REF_NO_,MAKER_ID_331,2026-11-27,CHECKER_ID_3,2026-11-27,750948,2026-11-27,EVEN,C,A,N,8114,2026-11-27,E,WO,RA,RELEASE_BY_3,2026-11-27,RATE_ASSIGNE,2026-11-27,RATE_ASSIGN_,2026-11-27,I,TRN_TYPE_3,C,4916,TXN0000000000000331,006
MO,CONTRACT_REF_NO_,MAKER_ID_332,2026-11-28,CHECKER_ID_3,2026-11-28,840651,2026-11-28,EVEN,C,A,N,5029,2026-11-28,E,WO,RA,RELEASE_BY_3,2026-11-28,RATE_ASSIGNE,2026-11-28,RATE_ASSIGN_,2026-11-28,I,TRN_TYPE_3,C,1440,TXN0000000000000332,007
MO,CONTRACT_REF_NO_,MAKER_ID_333,2026-11-29,CHECKER_ID_3,2026-11-29,628684,2026-11-29,EVEN,C,A,N,6109,2026-11-29,E,WO,RA,RELEASE_BY_3,2026-11-29,RATE_ASSIGNE,2026-11-29,RATE_ASSIGN_,2026-11-29,I,TRN_TYPE_3,C,8304,TXN0000000000000333,008
MO,CONTRACT_REF_NO_,MAKER_ID_334,2026-11-30,CHECKER_ID_3,2026-11-30,207864,2026-11-30,EVEN,C,A,N,4172,2026-11-30,E,WO,RA,RELEASE_BY_3,2026-11-30,RATE_ASSIGNE,2026-11-30,RATE_ASSIGN_,2026-11-30,I,TRN_TYPE_3,C,8259,TXN0000000000000334,009
MO,CONTRACT_REF_NO_,MAKER_ID_335,2026-12-01,CHECKER_ID_3,2026-12-01,637089,2026-12-01,EVEN,C,A,N,8092,2026-12-01,E,WO,RA,RELEASE_BY_3,2026-12-01,RATE_ASSIGNE,2026-12-01,RATE_ASSIGN_,2026-12-01,I,TRN_TYPE_3,C,4935,TXN0000000000000335,010
MO,CONTRACT_REF_NO_,MAKER_ID_336,2026-12-02,CHECKER_ID_3,2026-12-02,458753,2026-12-02,EVEN,C,A,N,7213,2026-12-02,E,WO,RA,RELEASE_BY_3,2026-12-02,RATE_ASSIGNE,2026-12-02,RATE_ASSIGN_,2026-12-02,I,TRN_TYPE_3,C,355,TXN0000000000000336,011
MO,CONTRACT_REF_NO_,MAKER_ID_337,2026-12-03,CHECKER_ID_3,2026-12-03,38922,2026-12-03,EVEN,C,A,N,5365,2026-12-03,E,WO,RA,RELEASE_BY_3,2026-12-03,RATE_ASSIGNE,2026-12-03,RATE_ASSIGN_,2026-12-03,I,TRN_TYPE_3,C,8778,TXN0000000000000337,012
MO,CONTRACT_REF_NO_,MAKER_ID_338,2026-12-04,CHECKER_ID_3,2026-12-04,552963,2026-12-04,EVEN,C,A,N,2107,2026-12-04,E,WO,RA,RELEASE_BY_3,2026-12-04,RATE_ASSIGNE,2026-12-04,RATE_ASSIGN_,2026-12-04,I,TRN_TYPE_3,C,6572,TXN0000000000000338,013
MO,CONTRACT_REF_NO_,MAKER_ID_339,2026-12-05,CHECKER_ID_3,2026-12-05,538846,2026-12-05,EVEN,C,A,N,5238,2026-12-05,E,WO,RA,RELEASE_BY_3,2026-12-05,RATE_ASSIGNE,2026-12-05,RATE_ASSIGN_,2026-12-05,I,TRN_TYPE_3,C,3110,TXN0000000000000339,014
MO,CONTRACT_REF_NO_,MAKER_ID_340,2026-12-06,CHECKER_ID_3,2026-12-06,931674,2026-12-06,EVEN,C,A,N,9080,2026-12-06,E,WO,RA,RELEASE_BY_3,2026-12-06,RATE_ASSIGNE,2026-12-06,RATE_ASSIGN_,2026-12-06,I,TRN_TYPE_3,C,1310,TXN0000000000000340,015
MO,CONTRACT_REF_NO_,MAKER_ID_341,2026-12-07,CHECKER_ID_3,2026-12-07,969577,2026-12-07,EVEN,C,A,N,5746,2026-12-07,E,WO,RA,RELEASE_BY_3,2026-12-07,RATE_ASSIGNE,2026-12-07,RATE_ASSIGN_,2026-12-07,I,TRN_TYPE_3,C,6736,TXN0000000000000341,016
MO,CONTRACT_REF_NO_,MAKER_ID_342,2026-12-08,CHECKER_ID_3,2026-12-08,647299,2026-12-08,EVEN,C,A,N,3038,2026-12-08,E,WO,RA,RELEASE_BY_3,2026-12-08,RATE_ASSIGNE,2026-12-08,RATE_ASSIGN_,2026-12-08,I,TRN_TYPE_3,C,5983,TXN0000000000000342,017
MO,CONTRACT_REF_NO_,MAKER_ID_343,2026-12-09,CHECKER_ID_3,2026-12-09,239586,2026-12-09,EVEN,C,A,N,914,2026-12-09,E,WO,RA,RELEASE_BY_3,2026-12-09,RATE_ASSIGNE,2026-12-09,RATE_ASSIGN_,2026-12-09,I,TRN_TYPE_3,C,2171,TXN0000000000000343,018
MO,CONTRACT_REF_NO_,MAKER_ID_344,2026-12-10,CHECKER_ID_3,2026-12-10,618541,2026-12-10,EVEN,C,A,N,8309,2026-12-10,E,WO,RA,RELEASE_BY_3,2026-12-10,RATE_ASSIGNE,2026-12-10,RATE_ASSIGN_,2026-12-10,I,TRN_TYPE_3,C,3077,TXN0000000000000344,019
MO,CONTRACT_REF_NO_,MAKER_ID_345,2026-12-11,CHECKER_ID_3,2026-12-11,365838,2026-12-11,EVEN,C,A,N,5383,2026-12-11,E,WO,RA,RELEASE_BY_3,2026-12-11,RATE_ASSIGNE,2026-12-11,RATE_ASSIGN_,2026-12-11,I,TRN_TYPE_3,C,7455,TXN0000000000000345,020
MO,CONTRACT_REF_NO_,MAKER_ID_346,2026-12-12,CHECKER_ID_3,2026-12-12,950837,2026-12-12,EVEN,C,U,N,8094,2026-12-12,E,WO,RA,RELEASE_BY_3,2026-12-12,RATE_ASSIGNE,2026-12-12,RATE_ASSIGN_,2026-12-12,I,TRN_TYPE_3,C,3497,TXN0000000000000346,021
MO,CONTRACT_REF_NO_,MAKER_ID_347,2026-12-13,CHECKER_ID_3,2026-12-13,353934,2026-12-13,EVEN,C,A,N,2677,2026-12-13,E,WO,RA,RELEASE_BY_3,2026-12-13,RATE_ASSIGNE,2026-12-13,RATE_ASSIGN_,2026-12-13,I,TRN_TYPE_3,C,5023,TXN0000000000000347,022
MO,CONTRACT_REF_NO_,MAKER_ID_348,2026-12-14,CHECKER_ID_3,2026-12-14,580079,2026-12-14,EVEN,C,A,N,148,2026-12-14,E,WO,RA,RELEASE_BY_3,2026-12-14,RATE_ASSIGNE,2026-12-14,RATE_ASSIGN_,2026-12-14,I,TRN_TYPE_3,C,1659,TXN0000000000000348,023
MO,CONTRACT_REF_NO_,MAKER_ID_349,2026-12-15,CHECKER_ID_3,2026-12-15,825541,2026-12-15,EVEN,C,A,N,2431,2026-12-15,E,WO,RA,RELEASE_BY_3,2026-12-15,RATE_ASSIGNE,2026-12-15,RATE_ASSIGN_,2026-12-15,I,TRN_TYPE_3,C,2424,TXN0000000000000349,024
MO,CONTRACT_REF_NO_,MAKER_ID_350,2026-12-16,CHECKER_ID_3,2026-12-16,298903,2026-12-16,EVEN,C,A,N,7767,2026-12-16,E,WO,RA,RELEASE_BY_3,2026-12-16,RATE_ASSIGNE,2026-12-16,RATE_ASSIGN_,2026-12-16,I,TRN_TYPE_3,C,1206,TXN0000000000000350,025
MO,CONTRACT_REF_NO_,MAKER_ID_351,2026-12-17,CHECKER_ID_3,2026-12-17,150183,2026-12-17,EVEN,C,A,N,3279,2026-12-17,E,WO,RA,RELEASE_BY_3,2026-12-17,RATE_ASSIGNE,2026-12-17,RATE_ASSIGN_,2026-12-17,I,TRN_TYPE_3,C,5342,TXN0000000000000351,001
MO,CONTRACT_REF_NO_,MAKER_ID_352,2026-12-18,CHECKER_ID_3,2026-12-18,58384,2026-12-18,EVEN,C,A,N,8914,2026-12-18,E,WO,RA,RELEASE_BY_3,2026-12-18,RATE_ASSIGNE,2026-12-18,RATE_ASSIGN_,2026-12-18,I,TRN_TYPE_3,C,2047,TXN0000000000000352,002
MO,CONTRACT_REF_NO_,MAKER_ID_353,2026-12-19,CHECKER_ID_3,2026-12-19,423561,2026-12-19,EVEN,C,A,N,4626,2026-12-19,E,WO,RA,RELEASE_BY_3,2026-12-19,RATE_ASSIGNE,2026-12-19,RATE_ASSIGN_,2026-12-19,I,TRN_TYPE_3,C,2562,TXN0000000000000353,003
MO,CONTRACT_REF_NO_,MAKER_ID_354,2026-12-20,CHECKER_ID_3,2026-12-20,639702,2026-12-20,EVEN,C,A,N,5374,2026-12-20,E,WO,RA,RELEASE_BY_3,2026-12-20,RATE_ASSIGNE,2026-12-20,RATE_ASSIGN_,2026-12-20,I,TRN_TYPE_3,C,4725,TXN0000000000000354,004
MO,CONTRACT_REF_NO_,MAKER_ID_355,2026-12-21,CHECKER_ID_3,2026-12-21,495482,2026-12-21,EVEN,C,A,N,9505,2026-12-21,E,WO,RA,RELEASE_BY_3,2026-12-21,RATE_ASSIGNE,2026-12-21,RATE_ASSIGN_,2026-12-21,I,TRN_TYPE_3,C,744,TXN0000000000000355,005
MO,CONTRACT_REF_NO_,MAKER_ID_356,2026-12-22,CHECKER_ID_3,2026-12-22,559799,2026-12-22,EVEN,C,A,N,3074,2026-12-22,E,WO,RA,RELEASE_BY_3,2026-12-22,RATE_ASSIGNE,2026-12-22,RATE_ASSIGN_,2026-12-22,I,TRN_TYPE_3,C,2006,TXN0000000000000356,006
MO,CONTRACT_REF_NO_,MAKER_ID_357,2026-12-23,CHECKER_ID_3,2026-12-23,314643,2026-12-23,EVEN,C,A,N,1408,2026-12-23,E,WO,RA,RELEASE_BY_3,2026-12-23,RATE_ASSIGNE,2026-12-23,RATE_ASSIGN_,2026-12-23,I,TRN_TYPE_3,C,7547,TXN0000000000000357,007
MO,CONTRACT_REF_NO_,MAKER_ID_358,2026-12-24,CHECKER_ID_3,2026-12-24,953959,2026-12-24,EVEN,C,A,N,3894,2026-12-24,E,WO,RA,RELEASE_BY_3,2026-12-24,RATE_ASSIGNE,2026-12-24,RATE_ASSIGN_,2026-12-24,I,TRN_TYPE_3,C,1031,TXN0000000000000358,008
MO,CONTRACT_REF_NO_,MAKER_ID_359,2026-12-25,CHECKER_ID_3,2026-12-25,1592,2026-12-25,EVEN,C,A,N,4527,2026-12-25,E,WO,RA,RELEASE_BY_3,2026-12-25,RATE_ASSIGNE,2026-12-25,RATE_ASSIGN_,2026-12-25,I,TRN_TYPE_3,C,5769,TXN0000000000000359,009
MO,CONTRACT_REF_NO_,MAKER_ID_360,2026-12-26,CHECKER_ID_3,2026-12-26,291906,2026-12-26,EVEN,C,A,N,6918,2026-12-26,E,WO,RA,RELEASE_BY_3,2026-12-26,RATE_ASSIGNE,2026-12-26,RATE_ASSIGN_,2026-12-26,I,TRN_TYPE_3,C,4960,TXN0000000000000360,010
MO,CONTRACT_REF_NO_,MAKER_ID_361,2026-12-27,CHECKER_ID_3,2026-12-27,546892,2026-12-27,EVEN,C,A,N,7605,2026-12-27,E,WO,RA,RELEASE_BY_3,2026-12-27,RATE_ASSIGNE,2026-12-27,RATE_ASSIGN_,2026-12-27,I,TRN_TYPE_3,C,6549,TXN0000000000000361,011
MO,CONTRACT_REF_NO_,MAKER_ID_362,2026-12-28,CHECKER_ID_3,2026-12-28,566684,2026-12-28,EVEN,C,A,N,2051,2026-12-28,E,WO,RA,RELEASE_BY_3,2026-12-28,RATE_ASSIGNE,2026-12-28,RATE_ASSIGN_,2026-12-28,I,TRN_TYPE_3,C,3532,TXN0000000000000362,012
MO,CONTRACT_REF_NO_,MAKER_ID_363,2026-12-29,CHECKER_ID_3,2026-12-29,641964,2026-12-29,EVEN,C,A,N,2993,2026-12-29,E,WO,RA,RELEASE_BY_3,2026-12-29,RATE_ASSIGNE,2026-12-29,RATE_ASSIGN_,2026-12-29,I,TRN_TYPE_3,C,4931,TXN0000000000000363,013
MO,CONTRACT_REF_NO_,MAKER_ID_364,2026-12-30,CHECKER_ID_3,2026-12-30,263382,2026-12-30,EVEN,C,A,N,3919,2026-12-30,E,WO,RA,RELEASE_BY_3,2026-12-30,RATE_ASSIGNE,2026-12-30,RATE_ASSIGN_,2026-12-30,I,TRN_TYPE_3,C,2743,TXN0000000000000364,014
MO,CONTRACT_REF_NO_,MAKER_ID_365,2026-12-31,CHECKER_ID_3,2026-12-31,148404,2026-12-31,EVEN,C,A,N,4064,2026-12-31,E,WO,RA,RELEASE_BY_3,2026-12-31,RATE_ASSIGNE,2026-12-31,RATE_ASSIGN_,2026-12-31,I,TRN_TYPE_3,C,9917,TXN0000000000000365,015
MO,CONTRACT_REF_NO_,MAKER_ID_366,2026-01-01,CHECKER_ID_3,2026-01-01,387362,2026-01-01,EVEN,C,A,N,5354,2026-01-01,E,WO,RA,RELEASE_BY_3,2026-01-01,RATE_ASSIGNE,2026-01-01,RATE_ASSIGN_,2026-01-01,I,TRN_TYPE_3,C,424,TXN0000000000000366,016
MO,CONTRACT_REF_NO_,MAKER_ID_367,2026-01-02,CHECKER_ID_3,2026-01-02,504906,2026-01-02,EVEN,C,A,N,8531,2026-01-02,E,WO,RA,RELEASE_BY_3,2026-01-02,RATE_ASSIGNE,2026-01-02,RATE_ASSIGN_,2026-01-02,I,TRN_TYPE_3,C,1254,TXN0000000000000367,017
MO,CONTRACT_REF_NO_,MAKER_ID_368,2026-01-03,CHECKER_ID_3,2026-01-03,662139,2026-01-03,EVEN,C,A,N,8268,2026-01-03,E,WO,RA,RELEASE_BY_3,2026-01-03,RATE_ASSIGNE,2026-01-03,RATE_ASSIGN_,2026-01-03,I,TRN_TYPE_3,C,8471,TXN0000000000000368,018
MO,CONTRACT_REF_NO_,MAKER_ID_369,2026-01-04,CHECKER_ID_3,2026-01-04,553082,2026-01-04,EVEN,C,U,N,6304,2026-01-04,E,WO,RA,RELEASE_BY_3,2026-01-04,RATE_ASSIGNE,2026-01-04,RATE_ASSIGN_,2026-01-04,I,TRN_TYPE_3,C,5301,TXN0000000000000369,019
MO,CONTRACT_REF_NO_,MAKER_ID_370,2026-01-05,CHECKER_ID_3,2026-01-05,871054,2026-01-05,EVEN,C,A,N,1979,2026-01-05,E,WO,RA,RELEASE_BY_3,2026-01-05,RATE_ASSIGNE,2026-01-05,RATE_ASSIGN_,2026-01-05,I,TRN_TYPE_3,C,1028,TXN0000000000000370,020
MO,CONTRACT_REF_NO_,MAKER_ID_371,2026-01-06,CHECKER_ID_3,2026-01-06,465349,2026-01-06,EVEN,C,A,N,7002,2026-01-06,E,WO,RA,RELEASE_BY_3,2026-01-06,RATE_ASSIGNE,2026-01-06,RATE_ASSIGN_,2026-01-06,I,TRN_TYPE_3,C,2525,TXN0000000000000371,021
MO,CONTRACT_REF_NO_,MAKER_ID_372,2026-01-07,CHECKER_ID_3,2026-01-07,456236,2026-01-07,EVEN,C,A,N,4756,2026-01-07,E,WO,RA,RELEASE_BY_3,2026-01-07,RATE_ASSIGNE,2026-01-07,RATE_ASSIGN_,2026-01-07,I,TRN_TYPE_3,C,7725,TXN0000000000000372,022
MO,CONTRACT_REF_NO_,MAKER_ID_373,2026-01-08,CHECKER_ID_3,2026-01-08,792075,2026-01-08,EVEN,C,A,N,1363,2026-01-08,E,WO,RA,RELEASE_BY_3,2026-01-08,RATE_ASSIGNE,2026-01-08,RATE_ASSIGN_,2026-01-08,I,TRN_TYPE_3,C,2171,TXN0000000000000373,023
MO,CONTRACT_REF_NO_,MAKER_ID_374,2026-01-09,CHECKER_ID_3,2026-01-09,306680,2026-01-09,EVEN,C,A,N,6672,2026-01-09,E,WO,RA,RELEASE_BY_3,2026-01-09,RATE_ASSIGNE,2026-01-09,RATE_ASSIGN_,2026-01-09,I,TRN_TYPE_3,C,1713,TXN0000000000000374,024
MO,CONTRACT_REF_NO_,MAKER_ID_375,2026-01-10,CHECKER_ID_3,2026-01-10,397491,2026-01-10,EVEN,C,A,N,7374,2026-01-10,E,WO,RA,RELEASE_BY_3,2026-01-10,RATE_ASSIGNE,2026-01-10,RATE_ASSIGN_,2026-01-10,I,TRN_TYPE_3,C,2572,TXN0000000000000375,025
MO,CONTRACT_REF_NO_,MAKER_ID_376,2026-01-11,CHECKER_ID_3,2026-01-11,834970,2026-01-11,EVEN,C,A,N,1649,2026-01-11,E,WO,RA,RELEASE_BY_3,2026-01-11,RATE_ASSIGNE,2026-01-11,RATE_ASSIGN_,2026-01-11,I,TRN_TYPE_3,C,9856,TXN0000000000000376,001
MO,CONTRACT_REF_NO_,MAKER_ID_377,2026-01-12,CHECKER_ID_3,2026-01-12,816362,2026-01-12,EVEN,C,A,N,8923,2026-01-12,E,WO,RA,RELEASE_BY_3,2026-01-12,RATE_ASSIGNE,2026-01-12,RATE_ASSIGN_,2026-01-12,I,TRN_TYPE_3,C,2339,TXN0000000000000377,002
MO,CONTRACT_REF_NO_,MAKER_ID_378,2026-01-13,CHECKER_ID_3,2026-01-13,39023,2026-01-13,EVEN,C,A,N,3031,2026-01-13,E,WO,RA,RELEASE_BY_3,2026-01-13,RATE_ASSIGNE,2026-01-13,RATE_ASSIGN_,2026-01-13,I,TRN_TYPE_3,C,425,TXN0000000000000378,003
MO,CONTRACT_REF_NO_,MAKER_ID_379,2026-01-14,CHECKER_ID_3,2026-01-14,950170,2026-01-14,EVEN,C,A,N,2074,2026-01-14,E,WO,RA,RELEASE_BY_3,2026-01-14,RATE_ASSIGNE,2026-01-14,RATE_ASSIGN_,2026-01-14,I,TRN_TYPE_3,C,5176,TXN0000000000000379,004
MO,CONTRACT_REF_NO_,MAKER_ID_380,2026-01-15,CHECKER_ID_3,2026-01-15,660266,2026-01-15,EVEN,C,A,N,8280,2026-01-15,E,WO,RA,RELEASE_BY_3,2026-01-15,RATE_ASSIGNE,2026-01-15,RATE_ASSIGN_,2026-01-15,I,TRN_TYPE_3,C,779,TXN0000000000000380,005
MO,CONTRACT_REF_NO_,MAKER_ID_381,2026-01-16,CHECKER_ID_3,2026-01-16,584440,2026-01-16,EVEN,C,A,N,470,2026-01-16,E,WO,RA,RELEASE_BY_3,2026-01-16,RATE_ASSIGNE,2026-01-16,RATE_ASSIGN_,2026-01-16,I,TRN_TYPE_3,C,467,TXN0000000000000381,006
MO,CONTRACT_REF_NO_,MAKER_ID_382,2026-01-17,CHECKER_ID_3,2026-01-17,2446,2026-01-17,EVEN,C,A,N,9271,2026-01-17,E,WO,RA,RELEASE_BY_3,2026-01-17,RATE_ASSIGNE,2026-01-17,RATE_ASSIGN_,2026-01-17,I,TRN_TYPE_3,C,3602,TXN0000000000000382,007
MO,CONTRACT_REF_NO_,MAKER_ID_383,2026-01-18,CHECKER_ID_3,2026-01-18,330754,2026-01-18,EVEN,C,A,N,7824,2026-01-18,E,WO,RA,RELEASE_BY_3,2026-01-18,RATE_ASSIGNE,2026-01-18,RATE_ASSIGN_,2026-01-18,I,TRN_TYPE_3,C,7768,TXN0000000000000383,008
MO,CONTRACT_REF_NO_,MAKER_ID_384,2026-01-19,CHECKER_ID_3,2026-01-19,560703,2026-01-19,EVEN,C,A,N,543,2026-01-19,E,WO,RA,RELEASE_BY_3,2026-01-19,RATE_ASSIGNE,2026-01-19,RATE_ASSIGN_,2026-01-19,I,TRN_TYPE_3,C,2018,TXN0000000000000384,009
MO,CONTRACT_REF_NO_,MAKER_ID_385,2026-01-20,CHECKER_ID_3,2026-01-20,899117,2026-01-20,EVEN,C,A,N,7860,2026-01-20,E,WO,RA,RELEASE_BY_3,2026-01-20,RATE_ASSIGNE,2026-01-20,RATE_ASSIGN_,2026-01-20,I,TRN_TYPE_3,C,1117,TXN0000000000000385,010
MO,CONTRACT_REF_NO_,MAKER_ID_386,2026-01-21,CHECKER_ID_3,2026-01-21,214126,2026-01-21,EVEN,C,A,N,9214,2026-01-21,E,WO,RA,RELEASE_BY_3,2026-01-21,RATE_ASSIGNE,2026-01-21,RATE_ASSIGN_,2026-01-21,I,TRN_TYPE_3,C,8080,TXN0000000000000386,011
MO,CONTRACT_REF_NO_,MAKER_ID_387,2026-01-22,CHECKER_ID_3,2026-01-22,12286,2026-01-22,EVEN,C,A,N,6418,2026-01-22,E,WO,RA,RELEASE_BY_3,2026-01-22,RATE_ASSIGNE,2026-01-22,RATE_ASSIGN_,2026-01-22,I,TRN_TYPE_3,C,9246,TXN0000000000000387,012
MO,CONTRACT_REF_NO_,MAKER_ID_388,2026-01-23,CHECKER_ID_3,2026-01-23,23323,2026-01-23,EVEN,C,A,N,1574,2026-01-23,E,WO,RA,RELEASE_BY_3,2026-01-23,RATE_ASSIGNE,2026-01-23,RATE_ASSIGN_,2026-01-23,I,TRN_TYPE_3,C,4171,TXN0000000000000388,013
MO,CONTRACT_REF_NO_,MAKER_ID_389,2026-01-24,CHECKER_ID_3,2026-01-24,390787,2026-01-24,EVEN,C,A,N,6826,2026-01-24,E,WO,RA,RELEASE_BY_3,2026-01-24,RATE_ASSIGNE,2026-01-24,RATE_ASSIGN_,2026-01-24,I,TRN_TYPE_3,C,7365,TXN0000000000000389,014
MO,CONTRACT_REF_NO_,MAKER_ID_390,2026-01-25,CHECKER_ID_3,2026-01-25,579799,2026-01-25,EVEN,C,A,N,8216,2026-01-25,E,WO,RA,RELEASE_BY_3,2026-01-25,RATE_ASSIGNE,2026-01-25,RATE_ASSIGN_,2026-01-25,I,TRN_TYPE_3,C,7122,TXN0000000000000390,015
MO,CONTRACT_REF_NO_,MAKER_ID_391,2026-01-26,CHECKER_ID_3,2026-01-26,962305,2026-01-26,EVEN,C,A,N,5177,2026-01-26,E,WO,RA,RELEASE_BY_3,2026-01-26,RATE_ASSIGNE,2026-01-26,RATE_ASSIGN_,2026-01-26,I,TRN_TYPE_3,C,3671,TXN0000000000000391,016
MO,CONTRACT_REF_NO_,MAKER_ID_392,2026-01-27,CHECKER_ID_3,2026-01-27,909856,2026-01-27,EVEN,C,U,N,9582,2026-01-27,E,WO,RA,RELEASE_BY_3,2026-01-27,RATE_ASSIGNE,2026-01-27,RATE_ASSIGN_,2026-01-27,I,TRN_TYPE_3,C,7315,TXN0000000000000392,017
MO,CONTRACT_REF_NO_,MAKER_ID_393,2026-01-28,CHECKER_ID_3,2026-01-28,871133,2026-01-28,EVEN,C,A,N,1065,2026-01-28,E,WO,RA,RELEASE_BY_3,2026-01-28,RATE_ASSIGNE,2026-01-28,RATE_ASSIGN_,2026-01-28,I,TRN_TYPE_3,C,5269,TXN0000000000000393,018
MO,CONTRACT_REF_NO_,MAKER_ID_394,2026-01-29,CHECKER_ID_3,2026-01-29,515727,2026-01-29,EVEN,C,A,N,7370,2026-01-29,E,WO,RA,RELEASE_BY_3,2026-01-29,RATE_ASSIGNE,2026-01-29,RATE_ASSIGN_,2026-01-29,I,TRN_TYPE_3,C,2908,TXN0000000000000394,019
MO,CONTRACT_REF_NO_,MAKER_ID_395,2026-01-30,CHECKER_ID_3,2026-01-30,266149,2026-01-30,EVEN,C,A,N,832,2026-01-30,E,WO,RA,RELEASE_BY_3,2026-01-30,RATE_ASSIGNE,2026-01-30,RATE_ASSIGN_,2026-01-30,I,TRN_TYPE_3,C,7072,TXN0000000000000395,020
MO,CONTRACT_REF_NO_,MAKER_ID_396,2026-01-31,CHECKER_ID_3,2026-01-31,67957,2026-01-31,EVEN,C,A,N,8308,2026-01-31,E,WO,RA,RELEASE_BY_3,2026-01-31,RATE_ASSIGNE,2026-01-31,RATE_ASSIGN_,2026-01-31,I,TRN_TYPE_3,C,4061,TXN0000000000000396,021
MO,CONTRACT_REF_NO_,MAKER_ID_397,2026-02-01,CHECKER_ID_3,2026-02-01,708903,2026-02-01,EVEN,C,A,N,8885,2026-02-01,E,WO,RA,RELEASE_BY_3,2026-02-01,RATE_ASSIGNE,2026-02-01,RATE_ASSIGN_,2026-02-01,I,TRN_TYPE_3,C,9763,TXN0000000000000397,022
MO,CONTRACT_REF_NO_,MAKER_ID_398,2026-02-02,CHECKER_ID_3,2026-02-02,154575,2026-02-02,EVEN,C,A,N,1773,2026-02-02,E,WO,RA,RELEASE_BY_3,2026-02-02,RATE_ASSIGNE,2026-02-02,RATE_ASSIGN_,2026-02-02,I,TRN_TYPE_3,C,7023,TXN0000000000000398,023
MO,CONTRACT_REF_NO_,MAKER_ID_399,2026-02-03,CHECKER_ID_3,2026-02-03,135237,2026-02-03,EVEN,C,A,N,319,2026-02-03,E,WO,RA,RELEASE_BY_3,2026-02-03,RATE_ASSIGNE,2026-02-03,RATE_ASSIGN_,2026-02-03,I,TRN_TYPE_3,C,1929,TXN0000000000000399,024
MO,CONTRACT_REF_NO_,MAKER_ID_400,2026-02-04,CHECKER_ID_4,2026-02-04,897590,2026-02-04,EVEN,C,A,N,4513,2026-02-04,E,WO,RA,RELEASE_BY_4,2026-02-04,RATE_ASSIGNE,2026-02-04,RATE_ASSIGN_,2026-02-04,I,TRN_TYPE_4,C,4116,TXN0000000000000400,025
MO,CONTRACT_REF_NO_,MAKER_ID_401,2026-02-05,CHECKER_ID_4,2026-02-05,449700,2026-02-05,EVEN,C,A,N,4921,2026-02-05,E,WO,RA,RELEASE_BY_4,2026-02-05,RATE_ASSIGNE,2026-02-05,RATE_ASSIGN_,2026-02-05,I,TRN_TYPE_4,C,6565,TXN0000000000000401,001
MO,CONTRACT_REF_NO_,MAKER_ID_402,2026-02-06,CHECKER_ID_4,2026-02-06,27077,2026-02-06,EVEN,C,A,N,4433,2026-02-06,E,WO,RA,RELEASE_BY_4,2026-02-06,RATE_ASSIGNE,2026-02-06,RATE_ASSIGN_,2026-02-06,I,TRN_TYPE_4,C,4752,TXN0000000000000402,002
MO,CONTRACT_REF_NO_,MAKER_ID_403,2026-02-07,CHECKER_ID_4,2026-02-07,204942,2026-02-07,EVEN,C,A,N,574,2026-02-07,E,WO,RA,RELEASE_BY_4,2026-02-07,RATE_ASSIGNE,2026-02-07,RATE_ASSIGN_,2026-02-07,I,TRN_TYPE_4,C,8845,TXN0000000000000403,003
MO,CONTRACT_REF_NO_,MAKER_ID_404,2026-02-08,CHECKER_ID_4,2026-02-08,980036,2026-02-08,EVEN,C,A,N,640,2026-02-08,E,WO,RA,RELEASE_BY_4,2026-02-08,RATE_ASSIGNE,2026-02-08,RATE_ASSIGN_,2026-02-08,I,TRN_TYPE_4,C,1394,TXN0000000000000404,004
MO,CONTRACT_REF_NO_,MAKER_ID_405,2026-02-09,CHECKER_ID_4,2026-02-09,369402,2026-02-09,EVEN,C,A,N,6571,2026-02-09,E,WO,RA,RELEASE_BY_4,2026-02-09,RATE_ASSIGNE,2026-02-09,RATE_ASSIGN_,2026-02-09,I,TRN_TYPE_4,C,53,TXN0000000000000405,005
MO,CONTRACT_REF_NO_,MAKER_ID_406,2026-02-10,CHECKER_ID_4,2026-02-10,191879,2026-02-10,EVEN,C,A,N,4590,2026-02-10,E,WO,RA,RELEASE_BY_4,2026-02-10,RATE_ASSIGNE,2026-02-10,RATE_ASSIGN_,2026-02-10,I,TRN_TYPE_4,C,5907,TXN0000000000000406,006
