COD_RECTYPE,COD_MODULE,COD_TS_FORMAT,COD_INT_COL,IDENTIFIER,COD_COL,COD_TAG_POS,COD_TAG_MODE,COD_TYPE,COD_TNAME,COD_CUBE_FORMAT,COD_CUBE_DEFAULTS,COD_CUBE_REFCHKS,COD_CUBE_COL,FLG_CUBE,COD_CUBE_DEFIND,COD_CUBE_KEYCNT,COD_CUBE_FUNCID,COD_CUBE_MAND,COD_CUBE_FLDNAME,COD_CUBE_KEYFLDS,COD_CUBE_DTYPE,COD_CUBE_DLENGTH,COD_CUBE_TRACK,COD_CUBE_MODIND,COD_PROC_TAG,COD_HEADER,COD_DATA_LENGTH,COD_DATA_TYPE,COD_MANDATORY,TYPE_OF_INTERFACE,MULTI_RECORD,FUNCTION_ID
COD_RECTYPE_37,CO,COD_TS_FORMAT_37,920534,IDENTIFIER_37,COD_COL_37,COD_TAG_POS_37,COD_TAG_MODE_37,C,Cod Tname 37,COD_CUBE_FORMAT_37,COD_CUBE_DEFAULTS_37,COD_CUBE_REFCHKS_37,189324,F,COD_CUBE_DEFIND_37,911707,COD_CUBE_FUNCID_37,COD_CUBE_MAND_37,Cod Cube Fldname 37,COD_CUBE_KEYFLDS_37,COD_CUBE_DTYPE_37,COD_CUBE_DLENGTH_37,COD_CUBE_TRACK_37,COD_CUBE_MODIND_37,COD_PROC_TAG_37,617625,COD_DATA_LENGTH_37,COD_DATA_TYPE_37,COD_MANDATORY_37,T,M,FUNCTION_ID_37
COD_RECTYPE_38,CO,COD_TS_FORMAT_38,619523,IDENTIFIER_38,COD_COL_38,COD_TAG_POS_38,COD_TAG_MODE_38,C,Cod Tname 38,COD_CUBE_FORMAT_38,COD_CUBE_DEFAULTS_38,COD_CUBE_REFCHKS_38,268703,F,COD_CUBE_DEFIND_38,15808,COD_CUBE_FUNCID_38,COD_CUBE_MAND_38,Cod Cube Fldname 38,COD_CUBE_KEYFLDS_38,COD_CUBE_DTYPE_38,COD_CUBE_DLENGTH_38,COD_CUBE_TRACK_38,COD_CUBE_MODIND_38,COD_PROC_TAG_38,815863,COD_DATA_LENGTH_38,COD_DATA_TYPE_38,COD_MANDATORY_38,T,M,FUNCTION_ID_38
COD_RECTYPE_39,CO,COD_TS_FORMAT_39,223415,IDENTIFIER_39,COD_COL_39,COD_TAG_POS_39,COD_TAG_MODE_39,C,Cod Tname 39,COD_CUBE_FORMAT_39,COD_CUBE_DEFAULTS_39,COD_CUBE_REFCHKS_39,525330,F,COD_CUBE_DEFIND_39,626476,COD_CUBE_FUNCID_39,COD_CUBE_MAND_39,Cod Cube Fldname 39,COD_CUBE_KEYFLDS_39,COD_CUBE_DTYPE_39,COD_CUBE_DLENGTH_39,COD_CUBE_TRACK_39,COD_CUBE_MODIND_39,COD_PROC_TAG_39,258829,COD_DATA_LENGTH_39,COD_DATA_TYPE_39,COD_MANDATORY_39,T,M,FUNCTION_ID_39
COD_RECTYPE_40,CO,COD_TS_FORMAT_40,940996,IDENTIFIER_40,COD_COL_40,COD_TAG_POS_40,COD_TAG_MODE_40,C,Cod Tname 40,COD_CUBE_FORMAT_40,COD_CUBE_DEFAULTS_40,COD_CUBE_REFCHKS_40,482634,F,COD_CUBE_DEFIND_40,72014,COD_CUBE_FUNCID_40,COD_CUBE_MAND_40,Cod Cube Fldname 40,COD_CUBE_KEYFLDS_40,COD_CUBE_DTYPE_40,COD_CUBE_DLENGTH_40,COD_CUBE_TRACK_40,COD_CUBE_MODIND_40,COD_PROC_TAG_40,198355,COD_DATA_LENGTH_40,COD_DATA_TYPE_40,COD_MANDATORY_40,T,M,FUNCTION_ID_40
COD_RECTYPE_41,CO,COD_TS_FORMAT_41,41158,IDENTIFIER_41,COD_COL_41,COD_TAG_POS_41,COD_TAG_MODE_41,C,Cod Tname 41,COD_CUBE_FORMAT_41,COD_CUBE_DEFAULTS_41,COD_CUBE_REFCHKS_41,93904,F,COD_CUBE_DEFIND_41,612302,COD_CUBE_FUNCID_41,COD_CUBE_MAND_41,Cod Cube Fldname 41,COD_CUBE_KEYFLDS_41,COD_CUBE_DTYPE_41,COD_CUBE_DLENGTH_41,COD_CUBE_TRACK_41,COD_CUBE_MODIND_41,COD_PROC_TAG_41,91596,COD_DATA_LENGTH_41,COD_DATA_TYPE_41,COD_MANDATORY_41,T,M,FUNCTION_ID_41
COD_RECTYPE_42,CO,COD_TS_FORMAT_42,625288,IDENTIFIER_42,COD_COL_42,COD_TAG_POS_42,COD_TAG_MODE_42,C,Cod Tname 42,COD_CUBE_FORMAT_42,COD_CUBE_DEFAULTS_42,COD_CUBE_REFCHKS_42,709273,F,COD_CUBE_DEFIND_42,540123,COD_CUBE_FUNCID_42,COD_CUBE_MAND_42,Cod Cube Fldname 42,COD_CUBE_KEYFLDS_42,COD_CUBE_DTYPE_42,COD_CUBE_DLENGTH_42,COD_CUBE_TRACK_42,COD_CUBE_MODIND_42,COD_PROC_TAG_42,487261,COD_DATA_LENGTH_42,COD_DATA_TYPE_42,COD_MANDATORY_42,T,M,FUNCTION_ID_42
COD_RECTYPE_43,CO,COD_TS_FORMAT_43,110099,IDENTIFIER_43,COD_COL_43,COD_TAG_POS_43,COD_TAG_MODE_43,C,Cod Tname 43,COD_CUBE_FORMAT_43,COD_CUBE_DEFAULTS_43,COD_CUBE_REFCHKS_43,632340,F,COD_CUBE_DEFIND_43,840875,COD_CUBE_FUNCID_43,COD_CUBE_MAND_43,Cod Cube Fldname 43,COD_CUBE_KEYFLDS_43,COD_CUBE_DTYPE_43,COD_CUBE_DLENGTH_43,COD_CUBE_TRACK_43,COD_CUBE_MODIND_43,COD_PROC_TAG_43,768584,COD_DATA_LENGTH_43,COD_DATA_TYPE_43,COD_MANDATORY_43,T,M,FUNCTION_ID_43
COD_RECTYPE_44,CO,COD_TS_FORMAT_44,505309,IDENTIFIER_44,COD_COL_44,COD_TAG_POS_44,COD_TAG_MODE_44,C,Cod Tname 44,COD_CUBE_FORMAT_44,COD_CUBE_DEFAULTS_44,COD_CUBE_REFCHKS_44,851252,F,COD_CUBE_DEFIND_44,283393,COD_CUBE_FUNCID_44,COD_CUBE_MAND_44,Cod Cube Fldname 44,COD_CUBE_KEYFLDS_44,COD_CUBE_DTYPE_44,COD_CUBE_DLENGTH_44,COD_CUBE_TRACK_44,COD_CUBE_MODIND_44,COD_PROC_TAG_44,161156,COD_DATA_LENGTH_44,COD_DATA_TYPE_44,COD_MANDATORY_44,T,M,FUNCTION_ID_44
COD_RECTYPE_45,CO,COD_TS_FORMAT_45,588179,IDENTIFIER_45,COD_COL_45,COD_TAG_POS_45,COD_TAG_MODE_45,C,Cod Tname 45,COD_CUBE_FORMAT_45,COD_CUBE_DEFAULTS_45,COD_CUBE_REFCHKS_45,430712,F,COD_CUBE_DEFIND_45,545913,COD_CUBE_FUNCID_45,COD_CUBE_MAND_45,Cod Cube Fldname 45,COD_CUBE_KEYFLDS_45,COD_CUBE_DTYPE_45,COD_CUBE_DLENGTH_45,COD_CUBE_TRACK_45,COD_CUBE_MODIND_45,COD_PROC_TAG_45,365919,COD_DATA_LENGTH_45,COD_DATA_TYPE_45,COD_MANDATORY_45,T,M,FUNCTION_ID_45
COD_RECTYPE_46,CO,COD_TS_FORMAT_46,706805,IDENTIFIER_46,COD_COL_46,COD_TAG_POS_46,COD_TAG_MODE_46,C,Cod Tname 46,COD_CUBE_FORMAT_46,COD_CUBE_DEFAULTS_46,COD_CUBE_REFCHKS_46,344694,F,COD_CUBE_DEFIND_46,201168,COD_CUBE_FUNCID_46,COD_CUBE_MAND_46,Cod Cube Fldname 46,COD_CUBE_KEYFLDS_46,COD_CUBE_DTYPE_46,COD_CUBE_DLENGTH_46,COD_CUBE_TRACK_46,COD_CUBE_MODIND_46,COD_PROC_TAG_46,58076,COD_DATA_LENGTH_46,COD_DATA_TYPE_46,COD_MANDATORY_46,T,M,FUNCTION_ID_46
COD_RECTYPE_47,CO,COD_TS_FORMAT_47,927130,IDENTIFIER_47,COD_COL_47,COD_TAG_POS_47,COD_TAG_MODE_47,C,Cod Tname 47,COD_CUBE_FORMAT_47,COD_CUBE_DEFAULTS_47,COD_CUBE_REFCHKS_47,749844,F,COD_CUBE_DEFIND_47,711158,COD_CUBE_FUNCID_47,COD_CUBE_MAND_47,Cod Cube Fldname 47,COD_CUBE_KEYFLDS_47,COD_CUBE_DTYPE_47,COD_CUBE_DLENGTH_47,COD_CUBE_TRACK_47,COD_CUBE_MODIND_47,COD_PROC_TAG_47,794316,COD_DATA_LENGTH_47,COD_DATA_TYPE_47,COD_MANDATORY_47,T,M,FUNCTION_ID_47
COD_RECTYPE_48,CO,COD_TS_FORMAT_48,143822,IDENTIFIER_48,COD_COL_48,COD_TAG_POS_48,COD_TAG_MODE_48,C,Cod Tname 48,COD_CUBE_FORMAT_48,COD_CUBE_DEFAULTS_48,COD_CUBE_REFCHKS_48,196433,F,COD_CUBE_DEFIND_48,894290,COD_CUBE_FUNCID_48,COD_CUBE_MAND_48,Cod Cube Fldname 48,COD_CUBE_KEYFLDS_48,COD_CUBE_DTYPE_48,COD_CUBE_DLENGTH_48,COD_CUBE_TRACK_48,COD_CUBE_MODIND_48,COD_PROC_TAG_48,424360,COD_DATA_LENGTH_48,COD_DATA_TYPE_48,COD_MANDATORY_48,T,M,FUNCTION_ID_48
COD_RECTYPE_49,CO,COD_TS_FORMAT_49,515265,IDENTIFIER_49,COD_COL_49,COD_TAG_POS_49,COD_TAG_MODE_49,C,Cod Tname 49,COD_CUBE_FORMAT_49,COD_CUBE_DEFAULTS_49,COD_CUBE_REFCHKS_49,200568,F,COD_CUBE_DEFIND_49,100445,COD_CUBE_FUNCID_49,COD_CUBE_MAND_49,Cod Cube Fldname 49,COD_CUBE_KEYFLDS_49,COD_CUBE_DTYPE_49,COD_CUBE_DLENGTH_49,COD_CUBE_TRACK_49,COD_CUBE_MODIND_49,COD_PROC_TAG_49,901045,COD_DATA_LENGTH_49,COD_DATA_TYPE_49,COD_MANDATORY_49,T,M,FUNCTION_ID_49
COD_RECTYPE_50,CO,COD_TS_FORMAT_50,649464,IDENTIFIER_50,COD_COL_50,COD_TAG_POS_50,COD_TAG_MODE_50,C,Cod Tname 50,COD_CUBE_FORMAT_50,COD_CUBE_DEFAULTS_50,COD_CUBE_REFCHKS_50,521140,F,COD_CUBE_DEFIND_50,177827,COD_CUBE_FUNCID_50,COD_CUBE_MAND_50,Cod Cube Fldname 50,COD_CUBE_KEYFLDS_50,COD_CUBE_DTYPE_50,COD_CUBE_DLENGTH_50,COD_CUBE_TRACK_50,COD_CUBE_MODIND_50,COD_PROC_TAG_50,663876,COD_DATA_LENGTH_50,COD_DATA_TYPE_50,COD_MANDATORY_50,T,M,FUNCTION_ID_50
COD_RECTYPE_51,CO,COD_TS_FORMAT_51,274937,IDENTIFIER_51,COD_COL_51,COD_TAG_POS_51,COD_TAG_MODE_51,C,Cod Tname 51,COD_CUBE_FORMAT_51,COD_CUBE_DEFAULTS_51,COD_CUBE_REFCHKS_51,653668,F,COD_CUBE_DEFIND_51,901647,COD_CUBE_FUNCID_51,COD_CUBE_MAND_51,Cod Cube Fldname 51,COD_CUBE_KEYFLDS_51,COD_CUBE_DTYPE_51,COD_CUBE_DLENGTH_51,COD_CUBE_TRACK_51,COD_CUBE_MODIND_51,COD_PROC_TAG_51,677494,COD_DATA_LENGTH_51,COD_DATA_TYPE_51,COD_MANDATORY_51,T,M,FUNCTION_ID_51
COD_RECTYPE_52,CO,COD_TS_FORMAT_52,417215,IDENTIFIER_52,COD_COL_52,COD_TAG_POS_52,COD_TAG_MODE_52,C,Cod Tname 52,COD_CUBE_FORMAT_52,COD_CUBE_DEFAULTS_52,COD_CUBE_REFCHKS_52,472846,F,COD_CUBE_DEFIND_52,792926,COD_CUBE_FUNCID_52,COD_CUBE_MAND_52,Cod Cube Fldname 52,COD_CUBE_KEYFLDS_52,COD_CUBE_DTYPE_52,COD_CUBE_DLENGTH_52,COD_CUBE_TRACK_52,COD_CUBE_MODIND_52,COD_PROC_TAG_52,296303,COD_DATA_LENGTH_52,COD_DATA_TYPE_52,COD_MANDATORY_52,T,M,FUNCTION_ID_52
COD_RECTYPE_53,CO,COD_TS_FORMAT_53,662931,IDENTIFIER_53,COD_COL_53,COD_TAG_POS_53,COD_TAG_MODE_53,C,Cod Tname 53,COD_CUBE_FORMAT_53,COD_CUBE_DEFAULTS_53,COD_CUBE_REFCHKS_53,151630,F,COD_CUBE_DEFIND_53,875052,COD_CUBE_FUNCID_53,COD_CUBE_MAND_53,Cod Cube Fldname 53,COD_CUBE_KEYFLDS_53,COD_CUBE_DTYPE_53,COD_CUBE_DLENGTH_53,COD_CUBE_TRACK_53,COD_CUBE_MODIND_53,COD_PROC_TAG_53,399375,COD_DATA_LENGTH_53,COD_DATA_TYPE_53,COD_MANDATORY_53,T,M,FUNCTION_ID_53
COD_RECTYPE_54,CO,COD_TS_FORMAT_54,387167,IDENTIFIER_54,COD_COL_54,COD_TAG_POS_54,COD_TAG_MODE_54,C,Cod Tname 54,COD_CUBE_FORMAT_54,COD_CUBE_DEFAULTS_54,COD_CUBE_REFCHKS_54,943572,F,COD_CUBE_DEFIND_54,824112,COD_CUBE_FUNCID_54,COD_CUBE_MAND_54,Cod Cube Fldname 54,COD_CUBE_KEYFLDS_54,COD_CUBE_DTYPE_54,COD_CUBE_DLENGTH_54,COD_CUBE_TRACK_54,COD_CUBE_MODIND_54,COD_PROC_TAG_54,843917,COD_DATA_LENGTH_54,COD_DATA_TYPE_54,COD_MANDATORY_54,T,M,FUNCTION_ID_54
COD_RECTYPE_55,CO,COD_TS_FORMAT_55,177353,IDENTIFIER_55,COD_COL_55,COD_TAG_POS_55,COD_TAG_MODE_55,C,Cod Tname 55,COD_CUBE_FORMAT_55,COD_CUBE_DEFAULTS_55,COD_CUBE_REFCHKS_55,364715,F,COD_CUBE_DEFIND_55,561534,COD_CUBE_FUNCID_55,COD_CUBE_MAND_55,Cod Cube Fldname 55,COD_CUBE_KEYFLDS_55,COD_CUBE_DTYPE_55,COD_CUBE_DLENGTH_55,COD_CUBE_TRACK_55,COD_CUBE_MODIND_55,COD_PROC_TAG_55,875753,COD_DATA_LENGTH_55,COD_DATA_TYPE_55,COD_MANDATORY_55,T,M,FUNCTION_ID_55
COD_RECTYPE_56,CO,COD_TS_FORMAT_56,644469,IDENTIFIER_56,COD_COL_56,COD_TAG_POS_56,COD_TAG_MODE_56,C,Cod Tname 56,COD_CUBE_FORMAT_56,COD_CUBE_DEFAULTS_56,COD_CUBE_REFCHKS_56,491666,F,COD_CUBE_DEFIND_56,436775,COD_CUBE_FUNCID_56,COD_CUBE_MAND_56,Cod Cube Fldname 56,COD_CUBE_KEYFLDS_56,COD_CUBE_DTYPE_56,COD_CUBE_DLENGTH_56,COD_CUBE_TRACK_56,COD_CUBE_MODIND_56,COD_PROC_TAG_56,434535,COD_DATA_LENGTH_56,COD_DATA_TYPE_56,COD_MANDATORY_56,T,M,FUNCTION_ID_56
COD_RECTYPE_57,CO,COD_TS_FORMAT_57,277992,IDENTIFIER_57,COD_COL_57,COD_TAG_POS_57,COD_TAG_MODE_57,C,Cod Tname 57,COD_CUBE_FORMAT_57,COD_CUBE_DEFAULTS_57,COD_CUBE_REFCHKS_57,748256,F,COD_CUBE_DEFIND_57,900275,COD_CUBE_FUNCID_57,COD_CUBE_MAND_57,Cod Cube Fldname 57,COD_CUBE_KEYFLDS_57,COD_CUBE_DTYPE_57,COD_CUBE_DLENGTH_57,COD_CUBE_TRACK_57,COD_CUBE_MODIND_57,COD_PROC_TAG_57,31885,COD_DATA_LENGTH_57,COD_DATA_TYPE_57,COD_MANDATORY_57,T,M,FUNCTION_ID_57
COD_RECTYPE_58,CO,COD_TS_FORMAT_58,730480,IDENTIFIER_58,COD_COL_58,COD_TAG_POS_58,COD_TAG_MODE_58,C,Cod Tname 58,COD_CUBE_FORMAT_58,COD_CUBE_DEFAULTS_58,COD_CUBE_REFCHKS_58,760991,F,COD_CUBE_DEFIND_58,731508,COD_CUBE_FUNCID_58,COD_CUBE_MAND_58,Cod Cube Fldname 58,COD_CUBE_KEYFLDS_58,COD_CUBE_DTYPE_58,COD_CUBE_DLENGTH_58,COD_CUBE_TRACK_58,COD_CUBE_MODIND_58,COD_PROC_TAG_58,377609,COD_DATA_LENGTH_58,COD_DATA_TYPE_58,COD_MANDATORY_58,T,M,FUNCTION_ID_58
COD_RECTYPE_59,CO,COD_TS_FORMAT_59,296159,IDENTIFIER_59,COD_COL_59,COD_TAG_POS_59,COD_TAG_MODE_59,C,Cod Tname 59,COD_CUBE_FORMAT_59,COD_CUBE_DEFAULTS_59,COD_CUBE_REFCHKS_59,325781,F,COD_CUBE_DEFIND_59,501082,COD_CUBE_FUNCID_59,COD_CUBE_MAND_59,Cod Cube Fldname 59,COD_CUBE_KEYFLDS_59,COD_CUBE_DTYPE_59,COD_CUBE_DLENGTH_59,COD_CUBE_TRACK_59,COD_CUBE_MODIND_59,COD_PROC_TAG_59,970903,COD_DATA_LENGTH_59,COD_DATA_TYPE_59,COD_MANDATORY_59,T,M,FUNCTION_ID_59
COD_RECTYPE_60,CO,COD_TS_FORMAT_60,323629,IDENTIFIER_60,COD_COL_60,COD_TAG_POS_60,COD_TAG_MODE_60,C,Cod Tname 60,COD_CUBE_FORMAT_60,COD_CUBE_DEFAULTS_60,COD_CUBE_REFCHKS_60,654728,F,COD_CUBE_DEFIND_60,617223,COD_CUBE_FUNCID_60,COD_CUBE_MAND_60,Cod Cube Fldname 60,COD_CUBE_KEYFLDS_60,COD_CUBE_DTYPE_60,COD_CUBE_DLENGTH_60,COD_CUBE_TRACK_60,COD_CUBE_MODIND_60,COD_PROC_TAG_60,914861,COD_DATA_LENGTH_60,COD_DATA_TYPE_60,COD_MANDATORY_60,T,M,FUNCTION_ID_60
COD_RECTYPE_61,CO,COD_TS_FORMAT_61,948223,IDENTIFIER_61,COD_COL_61,COD_TAG_POS_61,COD_TAG_MODE_61,C,Cod Tname 61,COD_CUBE_FORMAT_61,COD_CUBE_DEFAULTS_61,COD_CUBE_REFCHKS_61,76506,F,COD_CUBE_DEFIND_61,160466,COD_CUBE_FUNCID_61,COD_CUBE_MAND_61,Cod Cube Fldname 61,COD_CUBE_KEYFLDS_61,COD_CUBE_DTYPE_61,COD_CUBE_DLENGTH_61,COD_CUBE_TRACK_61,COD_CUBE_MODIND_61,COD_PROC_TAG_61,117260,COD_DATA_LENGTH_61,COD_DATA_TYPE_61,COD_MANDATORY_61,T,M,FUNCTION_ID_61
COD_RECTYPE_62,CO,COD_TS_FORMAT_62,700239,IDENTIFIER_62,COD_COL_62,COD_TAG_POS_62,COD_TAG_MODE_62,C,Cod Tname 62,COD_CUBE_FORMAT_62,COD_CUBE_DEFAULTS_62,COD_CUBE_REFCHKS_62,876358,F,COD_CUBE_DEFIND_62,106094,COD_CUBE_FUNCID_62,COD_CUBE_MAND_62,Cod Cube Fldname 62,COD_CUBE_KEYFLDS_62,COD_CUBE_DTYPE_62,COD_CUBE_DLENGTH_62,COD_CUBE_TRACK_62,COD_CUBE_MODIND_62,COD_PROC_TAG_62,404707,COD_DATA_LENGTH_62,COD_DATA_TYPE_62,COD_MANDATORY_62,T,M,FUNCTION_ID_62
COD_RECTYPE_63,CO,COD_TS_FORMAT_63,377115,IDENTIFIER_63,COD_COL_63,COD_TAG_POS_63,COD_TAG_MODE_63,C,Cod Tname 63,COD_CUBE_FORMAT_63,COD_CUBE_DEFAULTS_63,COD_CUBE_REFCHKS_63,717787,F,COD_CUBE_DEFIND_63,5190,COD_CUBE_FUNCID_63,COD_CUBE_MAND_63,Cod Cube Fldname 63,COD_CUBE_KEYFLDS_63,COD_CUBE_DTYPE_63,COD_CUBE_DLENGTH_63,COD_CUBE_TRACK_63,COD_CUBE_MODIND_63,COD_PROC_TAG_63,869237,COD_DATA_LENGTH_63,COD_DATA_TYPE_63,COD_MANDATORY_63,T,M,FUNCTION_ID_63
COD_RECTYPE_64,CO,COD_TS_FORMAT_64,719466,IDENTIFIER_64,COD_COL_64,COD_TAG_POS_64,COD_TAG_MODE_64,C,Cod Tname 64,COD_CUBE_FORMAT_64,COD_CUBE_DEFAULTS_64,COD_CUBE_REFCHKS_64,523396,F,COD_CUBE_DEFIND_64,236984,COD_CUBE_FUNCID_64,COD_CUBE_MAND_64,Cod Cube Fldname 64,COD_CUBE_KEYFLDS_64,COD_CUBE_DTYPE_64,COD_CUBE_DLENGTH_64,COD_CUBE_TRACK_64,COD_CUBE_MODIND_64,COD_PROC_TAG_64,798737,COD_DATA_LENGTH_64,COD_DATA_TYPE_64,COD_MANDATORY_64,T,M,FUNCTION_ID_64
COD_RECTYPE_65,CO,COD_TS_FORMAT_65,29736,IDENTIFIER_65,COD_COL_65,COD_TAG_POS_65,COD_TAG_MODE_65,C,Cod Tname 65,COD_CUBE_FORMAT_65,COD_CUBE_DEFAULTS_65,COD_CUBE_REFCHKS_65,833831,F,COD_CUBE_DEFIND_65,403874,COD_CUBE_FUNCID_65,COD_CUBE_MAND_65,Cod Cube Fldname 65,COD_CUBE_KEYFLDS_65,COD_CUBE_DTYPE_65,COD_CUBE_DLENGTH_65,COD_CUBE_TRACK_65,COD_CUBE_MODIND_65,COD_PROC_TAG_65,842493,COD_DATA_LENGTH_65,COD_DATA_TYPE_65,COD_MANDATORY_65,T,M,FUNCTION_ID_65
COD_RECTYPE_66,CO,COD_TS_FORMAT_66,263363,IDENTIFIER_66,COD_COL_66,COD_TAG_POS_66,COD_TAG_MODE_66,C,Cod Tname 66,COD_CUBE_FORMAT_66,COD_CUBE_DEFAULTS_66,COD_CUBE_REFCHKS_66,915395,F,COD_CUBE_DEFIND_66,117102,COD_CUBE_FUNCID_66,COD_CUBE_MAND_66,Cod Cube Fldname 66,COD_CUBE_KEYFLDS_66,COD_CUBE_DTYPE_66,COD_CUBE_DLENGTH_66,COD_CUBE_TRACK_66,COD_CUBE_MODIND_66,COD_PROC_TAG_66,378604,COD_DATA_LENGTH_66,COD_DATA_TYPE_66,COD_MANDATORY_66,T,M,FUNCTION_ID_66
COD_RECTYPE_67,CO,COD_TS_FORMAT_67,702205,IDENTIFIER_67,COD_COL_67,COD_TAG_POS_67,COD_TAG_MODE_67,C,Cod Tname 67,COD_CUBE_FORMAT_67,COD_CUBE_DEFAULTS_67,COD_CUBE_REFCHKS_67,264744,F,COD_CUBE_DEFIND_67,242577,COD_CUBE_FUNCID_67,COD_CUBE_MAND_67,Cod Cube Fldname 67,COD_CUBE_KEYFLDS_67,COD_CUBE_DTYPE_67,COD_CUBE_DLENGTH_67,COD_CUBE_TRACK_67,COD_CUBE_MODIND_67,COD_PROC_TAG_67,429214,COD_DATA_LENGTH_67,COD_DATA_TYPE_67,COD_MANDATORY_67,T,M,FUNCTION_ID_67
COD_RECTYPE_68,CO,COD_TS_FORMAT_68,903872,IDENTIFIER_68,COD_COL_68,COD_TAG_POS_68,COD_TAG_MODE_68,C,Cod Tname 68,COD_CUBE_FORMAT_68,COD_CUBE_DEFAULTS_68,COD_CUBE_REFCHKS_68,143679,F,COD_CUBE_DEFIND_68,849582,COD_CUBE_FUNCID_68,COD_CUBE_MAND_68,Cod Cube Fldname 68,COD_CUBE_KEYFLDS_68,COD_CUBE_DTYPE_68,COD_CUBE_DLENGTH_68,COD_CUBE_TRACK_68,COD_CUBE_MODIND_68,COD_PROC_TAG_68,455465,COD_DATA_LENGTH_68,COD_DATA_TYPE_68,COD_MANDATORY_68,T,M,FUNCTION_ID_68
COD_RECTYPE_69,CO,COD_TS_FORMAT_69,589615,IDENTIFIER_69,COD_COL_69,COD_TAG_POS_69,COD_TAG_MODE_69,C,Cod Tname 69,COD_CUBE_FORMAT_69,COD_CUBE_DEFAULTS_69,COD_CUBE_REFCHKS_69,780026,F,COD_CUBE_DEFIND_69,807346,COD_CUBE_FUNCID_69,COD_CUBE_MAND_69,Cod Cube Fldname 69,COD_CUBE_KEYFLDS_69,COD_CUBE_DTYPE_69,COD_CUBE_DLENGTH_69,COD_CUBE_TRACK_69,COD_CUBE_MODIND_69,COD_PROC_TAG_69,289563,COD_DATA_LENGTH_69,COD_DATA_TYPE_69,COD_MANDATORY_69,T,M,FUNCTION_ID_69
COD_RECTYPE_70,CO,COD_TS_FORMAT_70,691556,IDENTIFIER_70,COD_COL_70,COD_TAG_POS_70,COD_TAG_MODE_70,C,Cod Tname 70,COD_CUBE_FORMAT_70,COD_CUBE_DEFAULTS_70,COD_CUBE_REFCHKS_70,606316,F,COD_CUBE_DEFIND_70,72464,COD_CUBE_FUNCID_70,COD_CUBE_MAND_70,Cod Cube Fldname 70,COD_CUBE_KEYFLDS_70,COD_CUBE_DTYPE_70,COD_CUBE_DLENGTH_70,COD_CUBE_TRACK_70,COD_CUBE_MODIND_70,COD_PROC_TAG_70,137640,COD_DATA_LENGTH_70,COD_DATA_TYPE_70,COD_MANDATORY_70,T,M,FUNCTION_ID_70
COD_RECTYPE_71,CO,COD_TS_FORMAT_71,862691,IDENTIFIER_71,COD_COL_71,COD_TAG_POS_71,COD_TAG_MODE_71,C,Cod Tname 71,COD_CUBE_FORMAT_71,COD_CUBE_DEFAULTS_71,COD_CUBE_REFCHKS_71,501360,F,COD_CUBE_DEFIND_71,920191,COD_CUBE_FUNCID_71,COD_CUBE_MAND_71,Cod Cube Fldname 71,COD_CUBE_KEYFLDS_71,COD_CUBE_DTYPE_71,COD_CUBE_DLENGTH_71,COD_CUBE_TRACK_71,COD_CUBE_MODIND_71,COD_PROC_TAG_71,19216,COD_DATA_LENGTH_71,COD_DATA_TYPE_71,COD_MANDATORY_71,T,M,FUNCTION_ID_71
COD_RECTYPE_72,CO,COD_TS_FORMAT_72,741894,IDENTIFIER_72,COD_COL_72,COD_TAG_POS_72,COD_TAG_MODE_72,C,Cod Tname 72,COD_CUBE_FORMAT_72,COD_CUBE_DEFAULTS_72,COD_CUBE_REFCHKS_72,431979,F,COD_CUBE_DEFIND_72,10623,COD_CUBE_FUNCID_72,COD_CUBE_MAND_72,Cod Cube Fldname 72,COD_CUBE_KEYFLDS_72,COD_CUBE_DTYPE_72,COD_CUBE_DLENGTH_72,COD_CUBE_TRACK_72,COD_CUBE_MODIND_72,COD_PROC_TAG_72,667459,COD_DATA_LENGTH_72,COD_DATA_TYPE_72,COD_MANDATORY_72,T,M,FUNCTION_ID_72
COD_RECTYPE_73,CO,COD_TS_FORMAT_73,902314,IDENTIFIER_73,COD_COL_73,COD_TAG_POS_73,COD_TAG_MODE_73,C,Cod Tname 73,COD_CUBE_FORMAT_73,COD_CUBE_DEFAULTS_73,COD_CUBE_REFCHKS_73,156959,F,COD_CUBE_DEFIND_73,697978,COD_CUBE_FUNCID_73,COD_CUBE_MAND_73,Cod Cube Fldname 73,COD_CUBE_KEYFLDS_73,COD_CUBE_DTYPE_73,COD_CUBE_DLENGTH_73,COD_CUBE_TRACK_73,COD_CUBE_MODIND_73,COD_PROC_TAG_73,633579,COD_DATA_LENGTH_73,COD_DATA_TYPE_73,COD_MANDATORY_73,T,M,FUNCTION_ID_73
