MODULE,CONTRACT_REF_NO,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,EVENT_SEQ_NO,EVENT_DATE,EVENT_CODE,CONTRACT_STATUS,AUTH_STATUS,NEW_VERSION_INDICATOR,REVERSED_EVENT_SEQ_NO,EVENT_VALUE_DATE,ECA_STATUS,WORKFLOW_STATUS,RATE_REVISION_STATUS,RELEASE_BY,RELEASE_DT_STAMP,RATE_ASSIGNED_BY,RATE_ASSIGN_DT_STAMP,RATE_ASSIGN_AUTH_BY,RATE_ASSIGN_AUTH_DT_STAMP,INFORM_STATUS,TRN_TYPE,CUTOFF_STATUS,CUTOFF_EVENT_SEQ_NO,TXN_ID,TXN_BRANCH,ARCHIVE_DATE
MO,CONTRACT_REF_NO_,MAKER_ID_522,2026-06-06,CHECKER_ID_5,2026-06-06,981385,2026-06-06,EVEN,C,A,N,4113,2026-06-06,E,WO,RA,RELEASE_BY_5,2026-06-06,RATE_ASSIGNE,2026-06-06,RATE_ASSIGN_,2026-06-06,I,TRN_TYPE_5,C,6075,TXN0000000000000522,022,2026-06-06
MO,CONTRACT_REF_NO_,MAKER_ID_523,2026-06-07,CHECKER_ID_5,2026-06-07,823789,2026-06-07,EVEN,C,A,N,4855,2026-06-07,E,WO,RA,RELEASE_BY_5,2026-06-07,RATE_ASSIGNE,2026-06-07,RATE_ASSIGN_,2026-06-07,I,TRN_TYPE_5,C,9196,TXN0000000000000523,023,2026-06-07
MO,CONTRACT_REF_NO_,MAKER_ID_524,2026-06-08,CHECKER_ID_5,2026-06-08,172501,2026-06-08,EVEN,C,A,N,887,2026-06-08,E,WO,RA,RELEASE_BY_5,2026-06-08,RATE_ASSIGNE,2026-06-08,RATE_ASSIGN_,2026-06-08,I,TRN_TYPE_5,C,8414,TXN0000000000000524,024,2026-06-08
MO,CONTRACT_REF_NO_,MAKER_ID_525,2026-06-09,CHECKER_ID_5,2026-06-09,974959,2026-06-09,EVEN,C,A,N,6454,2026-06-09,E,WO,RA,RELEASE_BY_5,2026-06-09,RATE_ASSIGNE,2026-06-09,RATE_ASSIGN_,2026-06-09,I,TRN_TYPE_5,C,5760,TXN0000000000000525,025,2026-06-09
MO,CONTRACT_REF_NO_,MAKER_ID_526,2026-06-10,CHECKER_ID_5,2026-06-10,109723,2026-06-10,EVEN,C,A,N,6115,2026-06-10,E,WO,RA,RELEASE_BY_5,2026-06-10,RATE_ASSIGNE,2026-06-10,RATE_ASSIGN_,2026-06-10,I,TRN_TYPE_5,C,9156,TXN0000000000000526,001,2026-06-10
MO,CONTRACT_REF_NO_,MAKER_ID_527,2026-06-11,CHECKER_ID_5,2026-06-11,753419,2026-06-11,EVEN,C,A,N,9197,2026-06-11,E,WO,RA,RELEASE_BY_5,2026-06-11,RATE_ASSIGNE,2026-06-11,RATE_ASSIGN_,2026-06-11,I,TRN_TYPE_5,C,5797,TXN0000000000000527,002,2026-06-11
MO,CONTRACT_REF_NO_,MAKER_ID_528,2026-06-12,CHECKER_ID_5,2026-06-12,33154,2026-06-12,EVEN,C,A,N,7999,2026-06-12,E,WO,RA,RELEASE_BY_5,2026-06-12,RATE_ASSIGNE,2026-06-12,RATE_ASSIGN_,2026-06-12,I,TRN_TYPE_5,C,6253,TXN0000000000000528,003,2026-06-12
MO,CONTRACT_REF_NO_,MAKER_ID_529,2026-06-13,CHECKER_ID_5,2026-06-13,57614,2026-06-13,EVEN,C,A,N,7125,2026-06-13,E,WO,RA,RELEASE_BY_5,2026-06-13,RATE_ASSIGNE,2026-06-13,RATE_ASSIGN_,2026-06-13,I,TRN_TYPE_5,C,6755,TXN0000000000000529,004,2026-06-13
MO,CONTRACT_REF_NO_,MAKER_ID_530,2026-06-14,CHECKER_ID_5,2026-06-14,858488,2026-06-14,EVEN,C,U,N,3985,2026-06-14,E,WO,RA,RELEASE_BY_5,2026-06-14,RATE_ASSIGNE,2026-06-14,RATE_ASSIGN_,2026-06-14,I,TRN_TYPE_5,C,3772,TXN0000000000000530,005,2026-06-14
MO,CONTRACT_REF_NO_,MAKER_ID_531,2026-06-15,CHECKER_ID_5,2026-06-15,707273,2026-06-15,EVEN,C,A,N,3342,2026-06-15,E,WO,RA,RELEASE_BY_5,2026-06-15,RATE_ASSIGNE,2026-06-15,RATE_ASSIGN_,2026-06-15,I,TRN_TYPE_5,C,4066,TXN0000000000000531,006,2026-06-15
MO,CONTRACT_REF_NO_,MAKER_ID_532,2026-06-16,CHECKER_ID_5,2026-06-16,69795,2026-06-16,EVEN,C,A,N,4627,2026-06-16,E,WO,RA,RELEASE_BY_5,2026-06-16,RATE_ASSIGNE,2026-06-16,RATE_ASSIGN_,2026-06-16,I,TRN_TYPE_5,C,8025,TXN0000000000000532,007,2026-06-16
MO,CONTRACT_REF_NO_,MAKER_ID_533,2026-06-17,CHECKER_ID_5,2026-06-17,4468,2026-06-17,EVEN,C,A,N,6100,2026-06-17,E,WO,RA,RELEASE_BY_5,2026-06-17,RATE_ASSIGNE,2026-06-17,RATE_ASSIGN_,2026-06-17,I,TRN_TYPE_5,C,9530,TXN0000000000000533,008,2026-06-17
MO,CONTRACT_REF_NO_,MAKER_ID_534,2026-06-18,CHECKER_ID_5,2026-06-18,319072,2026-06-18,EVEN,C,A,N,1018,2026-06-18,E,WO,RA,RELEASE_BY_5,2026-06-18,RATE_ASSIGNE,2026-06-18,RATE_ASSIGN_,2026-06-18,I,TRN_TYPE_5,C,8725,TXN0000000000000534,009,2026-06-18
MO,CONTRACT_REF_NO_,MAKER_ID_535,2026-06-19,CHECKER_ID_5,2026-06-19,76222,2026-06-19,EVEN,C,A,N,919,2026-06-19,E,WO,RA,RELEASE_BY_5,2026-06-19,RATE_ASSIGNE,2026-06-19,RATE_ASSIGN_,2026-06-19,I,TRN_TYPE_5,C,4568,TXN0000000000000535,010,2026-06-19
MO,CONTRACT_REF_NO_,MAKER_ID_536,2026-06-20,CHECKER_ID_5,2026-06-20,271733,2026-06-20,EVEN,C,A,N,1611,2026-06-20,E,WO,RA,RELEASE_BY_5,2026-06-20,RATE_ASSIGNE,2026-06-20,RATE_ASSIGN_,2026-06-20,I,TRN_TYPE_5,C,890,TXN0000000000000536,011,2026-06-20
MO,CONTRACT_REF_NO_,MAKER_ID_537,2026-06-21,CHECKER_ID_5,2026-06-21,600682,2026-06-21,EVEN,C,A,N,260,2026-06-21,E,WO,RA,RELEASE_BY_5,2026-06-21,RATE_ASSIGNE,2026-06-21,RATE_ASSIGN_,2026-06-21,I,TRN_TYPE_5,C,7709,TXN0000000000000537,012,2026-06-21
MO,CONTRACT_REF_NO_,MAKER_ID_538,2026-06-22,CHECKER_ID_5,2026-06-22,87932,2026-06-22,EVEN,C,A,N,8802,2026-06-22,E,WO,RA,RELEASE_BY_5,2026-06-22,RATE_ASSIGNE,2026-06-22,RATE_ASSIGN_,2026-06-22,I,TRN_TYPE_5,C,8676,TXN0000000000000538,013,2026-06-22
MO,CONTRACT_REF_NO_,MAKER_ID_539,2026-06-23,CHECKER_ID_5,2026-06-23,494927,2026-06-23,EVEN,C,A,N,690,2026-06-23,E,WO,RA,RELEASE_BY_5,2026-06-23,RATE_ASSIGNE,2026-06-23,RATE_ASSIGN_,2026-06-23,I,TRN_TYPE_5,C,7116,TXN0000000000000539,014,2026-06-23
MO,CONTRACT_REF_NO_,MAKER_ID_540,2026-06-24,CHECKER_ID_5,2026-06-24,699406,2026-06-24,EVEN,C,A,N,6183,2026-06-24,E,WO,RA,RELEASE_BY_5,2026-06-24,RATE_ASSIGNE,2026-06-24,RATE_ASSIGN_,2026-06-24,I,TRN_TYPE_5,C,4978,TXN0000000000000540,015,2026-06-24
MO,CONTRACT_REF_NO_,MAKER_ID_541,2026-06-25,CHECKER_ID_5,2026-06-25,499722,2026-06-25,EVEN,C,A,N,2561,2026-06-25,E,WO,RA,RELEASE_BY_5,2026-06-25,RATE_ASSIGNE,2026-06-25,RATE_ASSIGN_,2026-06-25,I,TRN_TYPE_5,C,756,TXN0000000000000541,016,2026-06-25
MO,CONTRACT_REF_NO_,MAKER_ID_542,2026-06-26,CHECKER_ID_5,2026-06-26,981366,2026-06-26,EVEN,C,A,N,2616,2026-06-26,E,WO,RA,RELEASE_BY_5,2026-06-26,RATE_ASSIGNE,2026-06-26,RATE_ASSIGN_,2026-06-26,I,TRN_TYPE_5,C,9703,TXN0000000000000542,017,2026-06-26
MO,CONTRACT_REF_NO_,MAKER_ID_543,2026-06-27,CHECKER_ID_5,2026-06-27,798479,2026-06-27,EVEN,C,A,N,3399,2026-06-27,E,WO,RA,RELEASE_BY_5,2026-06-27,RATE_ASSIGNE,2026-06-27,RATE_ASSIGN_,2026-06-27,I,TRN_TYPE_5,C,1095,TXN0000000000000543,018,2026-06-27
MO,CONTRACT_REF_NO_,MAKER_ID_544,2026-06-28,CHECKER_ID_5,2026-06-28,28883,2026-06-28,EVEN,C,A,N,1366,2026-06-28,E,WO,RA,RELEASE_BY_5,2026-06-28,RATE_ASSIGNE,2026-06-28,RATE_ASSIGN_,2026-06-28,I,TRN_TYPE_5,C,1141,TXN0000000000000544,019,2026-06-28
MO,CONTRACT_REF_NO_,MAKER_ID_545,2026-06-29,CHECKER_ID_5,2026-06-29,324663,2026-06-29,EVEN,C,A,N,3886,2026-06-29,E,WO,RA,RELEASE_BY_5,2026-06-29,RATE_ASSIGNE,2026-06-29,RATE_ASSIGN_,2026-06-29,I,TRN_TYPE_5,C,1076,TXN0000000000000545,020,2026-06-29
MO,CONTRACT_REF_NO_,MAKER_ID_546,2026-06-30,CHECKER_ID_5,2026-06-30,332845,2026-06-30,EVEN,C,A,N,2468,2026-06-30,E,WO,RA,RELEASE_BY_5,2026-06-30,RATE_ASSIGNE,2026-06-30,RATE_ASSIGN_,2026-06-30,I,TRN_TYPE_5,C,3694,TXN0000000000000546,021,2026-06-30
MO,CONTRACT_REF_NO_,MAKER_ID_547,2026-07-01,CHECKER_ID_5,2026-07-01,888448,2026-07-01,EVEN,C,A,N,1486,2026-07-01,E,WO,RA,RELEASE_BY_5,2026-07-01,RATE_ASSIGNE,2026-07-01,RATE_ASSIGN_,2026-07-01,I,TRN_TYPE_5,C,850,TXN0000000000000547,022,2026-07-01
MO,CONTRACT_REF_NO_,MAKER_ID_548,2026-07-02,CHECKER_ID_5,2026-07-02,250116,2026-07-02,EVEN,C,A,N,676,2026-07-02,E,WO,RA,RELEASE_BY_5,2026-07-02,RATE_ASSIGNE,2026-07-02,RATE_ASSIGN_,2026-07-02,I,TRN_TYPE_5,C,378,TXN0000000000000548,023,2026-07-02
MO,CONTRACT_REF_NO_,MAKER_ID_549,2026-07-03,CHECKER_ID_5,2026-07-03,444505,2026-07-03,EVEN,C,A,N,1889,2026-07-03,E,WO,RA,RELEASE_BY_5,2026-07-03,RATE_ASSIGNE,2026-07-03,RATE_ASSIGN_,2026-07-03,I,TRN_TYPE_5,C,9206,TXN0000000000000549,024,2026-07-03
MO,CONTRACT_REF_NO_,MAKER_ID_550,2026-07-04,CHECKER_ID_5,2026-07-04,379340,2026-07-04,EVEN,C,A,N,3519,2026-07-04,E,WO,RA,RELEASE_BY_5,2026-07-04,RATE_ASSIGNE,2026-07-04,RATE_ASSIGN_,2026-07-04,I,TRN_TYPE_5,C,7390,TXN0000000000000550,025,2026-07-04
MO,CONTRACT_REF_NO_,MAKER_ID_551,2026-07-05,CHECKER_ID_5,2026-07-05,144478,2026-07-05,EVEN,C,A,N,4159,2026-07-05,E,WO,RA,RELEASE_BY_5,2026-07-05,RATE_ASSIGNE,2026-07-05,RATE_ASSIGN_,2026-07-05,I,TRN_TYPE_5,C,7000,TXN0000000000000551,001,2026-07-05
MO,CONTRACT_REF_NO_,MAKER_ID_552,2026-07-06,CHECKER_ID_5,2026-07-06,651078,2026-07-06,EVEN,C,A,N,2315,2026-07-06,E,WO,RA,RELEASE_BY_5,2026-07-06,RATE_ASSIGNE,2026-07-06,RATE_ASSIGN_,2026-07-06,I,TRN_TYPE_5,C,1650,TXN0000000000000552,002,2026-07-06
MO,CONTRACT_REF_NO_,MAKER_ID_553,2026-07-07,CHECKER_ID_5,2026-07-07,318141,2026-07-07,EVEN,C,U,N,1779,2026-07-07,E,WO,RA,RELEASE_BY_5,2026-07-07,RATE_ASSIGNE,2026-07-07,RATE_ASSIGN_,2026-07-07,I,TRN_TYPE_5,C,9124,TXN0000000000000553,003,2026-07-07
MO,CONTRACT_REF_NO_,MAKER_ID_554,2026-07-08,CHECKER_ID_5,2026-07-08,990183,2026-07-08,EVEN,C,A,N,9957,2026-07-08,E,WO,RA,RELEASE_BY_5,2026-07-08,RATE_ASSIGNE,2026-07-08,RATE_ASSIGN_,2026-07-08,I,TRN_TYPE_5,C,7066,TXN0000000000000554,004,2026-07-08
MO,CONTRACT_REF_NO_,MAKER_ID_555,2026-07-09,CHECKER_ID_5,2026-07-09,657702,2026-07-09,EVEN,C,A,N,2474,2026-07-09,E,WO,RA,RELEASE_BY_5,2026-07-09,RATE_ASSIGNE,2026-07-09,RATE_ASSIGN_,2026-07-09,I,TRN_TYPE_5,C,4298,TXN0000000000000555,005,2026-07-09
MO,CONTRACT_REF_NO_,MAKER_ID_556,2026-07-10,CHECKER_ID_5,2026-07-10,184170,2026-07-10,EVEN,C,A,N,5969,2026-07-10,E,WO,RA,RELEASE_BY_5,2026-07-10,RATE_ASSIGNE,2026-07-10,RATE_ASSIGN_,2026-07-10,I,TRN_TYPE_5,C,750,TXN0000000000000556,006,2026-07-10
MO,CONTRACT_REF_NO_,MAKER_ID_557,2026-07-11,CHECKER_ID_5,2026-07-11,289832,2026-07-11,EVEN,C,A,N,4118,2026-07-11,E,WO,RA,RELEASE_BY_5,2026-07-11,RATE_ASSIGNE,2026-07-11,RATE_ASSIGN_,2026-07-11,I,TRN_TYPE_5,C,6541,TXN0000000000000557,007,2026-07-11
MO,CONTRACT_REF_NO_,MAKER_ID_558,2026-07-12,CHECKER_ID_5,2026-07-12,521447,2026-07-12,EVEN,C,A,N,7575,2026-07-12,E,WO,RA,RELEASE_BY_5,2026-07-12,RATE_ASSIGNE,2026-07-12,RATE_ASSIGN_,2026-07-12,I,TRN_TYPE_5,C,4413,TXN0000000000000558,008,2026-07-12
MO,CONTRACT_REF_NO_,MAKER_ID_559,2026-07-13,CHECKER_ID_5,2026-07-13,233776,2026-07-13,EVEN,C,A,N,3206,2026-07-13,E,WO,RA,RELEASE_BY_5,2026-07-13,RATE_ASSIGNE,2026-07-13,RATE_ASSIGN_,2026-07-13,I,TRN_TYPE_5,C,980,TXN0000000000000559,009,2026-07-13
MO,CONTRACT_REF_NO_,MAKER_ID_560,2026-07-14,CHECKER_ID_5,2026-07-14,490026,2026-07-14,EVEN,C,A,N,7053,2026-07-14,E,WO,RA,RELEASE_BY_5,2026-07-14,RATE_ASSIGNE,2026-07-14,RATE_ASSIGN_,2026-07-14,I,TRN_TYPE_5,C,4003,TXN0000000000000560,010,2026-07-14
MO,CONTRACT_REF_NO_,MAKER_ID_561,2026-07-15,CHECKER_ID_5,2026-07-15,5569,2026-07-15,EVEN,C,A,N,8908,2026-07-15,E,WO,RA,RELEASE_BY_5,2026-07-15,RATE_ASSIGNE,2026-07-15,RATE_ASSIGN_,2026-07-15,I,TRN_TYPE_5,C,6615,TXN0000000000000561,011,2026-07-15
MO,CONTRACT_REF_NO_,MAKER_ID_562,2026-07-16,CHECKER_ID_5,2026-07-16,278253,2026-07-16,EVEN,C,A,N,9032,2026-07-16,E,WO,RA,RELEASE_BY_5,2026-07-16,RATE_ASSIGNE,2026-07-16,RATE_ASSIGN_,2026-07-16,I,TRN_TYPE_5,C,1326,TXN0000000000000562,012,2026-07-16
MO,CONTRACT_REF_NO_,MAKER_ID_563,2026-07-17,CHECKER_ID_5,2026-07-17,964473,2026-07-17,EVEN,C,A,N,5956,2026-07-17,E,WO,RA,RELEASE_BY_5,2026-07-17,RATE_ASSIGNE,2026-07-17,RATE_ASSIGN_,2026-07-17,I,TRN_TYPE_5,C,1605,TXN0000000000000563,013,2026-07-17
MO,CONTRACT_REF_NO_,MAKER_ID_564,2026-07-18,CHECKER_ID_5,2026-07-18,93869,2026-07-18,EVEN,C,A,N,2556,2026-07-18,E,WO,RA,RELEASE_BY_5,2026-07-18,RATE_ASSIGNE,2026-07-18,RATE_ASSIGN_,2026-07-18,I,TRN_TYPE_5,C,814,TXN0000000000000564,014,2026-07-18
MO,CONTRACT_REF_NO_,MAKER_ID_565,2026-07-19,CHECKER_ID_5,2026-07-19,715007,2026-07-19,EVEN,C,A,N,5783,2026-07-19,E,WO,RA,RELEASE_BY_5,2026-07-19,RATE_ASSIGNE,2026-07-19,RATE_ASSIGN_,2026-07-19,I,TRN_TYPE_5,C,1904,TXN0000000000000565,015,2026-07-19
MO,CONTRACT_REF_NO_,MAKER_ID_566,2026-07-20,CHECKER_ID_5,2026-07-20,342530,2026-07-20,EVEN,C,A,N,645,2026-07-20,E,WO,RA,RELEASE_BY_5,2026-07-20,RATE_ASSIGNE,2026-07-20,RATE_ASSIGN_,2026-07-20,I,TRN_TYPE_5,C,310,TXN0000000000000566,016,2026-07-20
MO,CONTRACT_REF_NO_,MAKER_ID_567,2026-07-21,CHECKER_ID_5,2026-07-21,304560,2026-07-21,EVEN,C,A,N,7148,2026-07-21,E,WO,RA,RELEASE_BY_5,2026-07-21,RATE_ASSIGNE,2026-07-21,RATE_ASSIGN_,2026-07-21,I,TRN_TYPE_5,C,4140,TXN0000000000000567,017,2026-07-21
MO,CONTRACT_REF_NO_,MAKER_ID_568,2026-07-22,CHECKER_ID_5,2026-07-22,546854,2026-07-22,EVEN,C,A,N,7864,2026-07-22,E,WO,RA,RELEASE_BY_5,2026-07-22,RATE_ASSIGNE,2026-07-22,RATE_ASSIGN_,2026-07-22,I,TRN_TYPE_5,C,3428,TXN0000000000000568,018,2026-07-22
MO,CONTRACT_REF_NO_,MAKER_ID_569,2026-07-23,CHECKER_ID_5,2026-07-23,926147,2026-07-23,EVEN,C,A,N,6936,2026-07-23,E,WO,RA,RELEASE_BY_5,2026-07-23,RATE_ASSIGNE,2026-07-23,RATE_ASSIGN_,2026-07-23,I,TRN_TYPE_5,C,6164,TXN0000000000000569,019,2026-07-23
MO,CONTRACT_REF_NO_,MAKER_ID_570,2026-07-24,CHECKER_ID_5,2026-07-24,552434,2026-07-24,EVEN,C,A,N,930,2026-07-24,E,WO,RA,RELEASE_BY_5,2026-07-24,RATE_ASSIGNE,2026-07-24,RATE_ASSIGN_,2026-07-24,I,TRN_TYPE_5,C,9959,TXN0000000000000570,020,2026-07-24
MO,CONTRACT_REF_NO_,MAKER_ID_571,2026-07-25,CHECKER_ID_5,2026-07-25,905770,2026-07-25,EVEN,C,A,N,8227,2026-07-25,E,WO,RA,RELEASE_BY_5,2026-07-25,RATE_ASSIGNE,2026-07-25,RATE_ASSIGN_,2026-07-25,I,TRN_TYPE_5,C,5549,TXN0000000000000571,021,2026-07-25
MO,CONTRACT_REF_NO_,MAKER_ID_572,2026-07-26,CHECKER_ID_5,2026-07-26,364274,2026-07-26,EVEN,C,A,N,6669,2026-07-26,E,WO,RA,RELEASE_BY_5,2026-07-26,RATE_ASSIGNE,2026-07-26,RATE_ASSIGN_,2026-07-26,I,TRN_TYPE_5,C,1534,TXN0000000000000572,022,2026-07-26
MO,CONTRACT_REF_NO_,MAKER_ID_573,2026-07-27,CHECKER_ID_5,2026-07-27,182778,2026-07-27,EVEN,C,A,N,6410,2026-07-27,E,WO,RA,RELEASE_BY_5,2026-07-27,RATE_ASSIGNE,2026-07-27,RATE_ASSIGN_,2026-07-27,I,TRN_TYPE_5,C,2480,TXN0000000000000573,023,2026-07-27
MO,CONTRACT_REF_NO_,MAKER_ID_574,2026-07-28,CHECKER_ID_5,2026-07-28,634986,2026-07-28,EVEN,C,A,N,5281,2026-07-28,E,WO,RA,RELEASE_BY_5,2026-07-28,RATE_ASSIGNE,2026-07-28,RATE_ASSIGN_,2026-07-28,I,TRN_TYPE_5,C,5828,TXN0000000000000574,024,2026-07-28
MO,CONTRACT_REF_NO_,MAKER_ID_575,2026-07-29,CHECKER_ID_5,2026-07-29,350503,2026-07-29,EVEN,C,A,N,8173,2026-07-29,E,WO,RA,RELEASE_BY_5,2026-07-29,RATE_ASSIGNE,2026-07-29,RATE_ASSIGN_,2026-07-29,I,TRN_TYPE_5,C,347,TXN0000000000000575,025,2026-07-29
MO,CONTRACT_REF_NO_,MAKER_ID_576,2026-07-30,CHECKER_ID_5,2026-07-30,525067,2026-07-30,EVEN,C,U,N,7946,2026-07-30,E,WO,RA,RELEASE_BY_5,2026-07-30,RATE_ASSIGNE,2026-07-30,RATE_ASSIGN_,2026-07-30,I,TRN_TYPE_5,C,6987,TXN0000000000000576,001,2026-07-30
MO,CONTRACT_REF_NO_,MAKER_ID_577,2026-07-31,CHECKER_ID_5,2026-07-31,582104,2026-07-31,EVEN,C,A,N,4562,2026-07-31,E,WO,RA,RELEASE_BY_5,2026-07-31,RATE_ASSIGNE,2026-07-31,RATE_ASSIGN_,2026-07-31,I,TRN_TYPE_5,C,5644,TXN0000000000000577,002,2026-07-31
MO,CONTRACT_REF_NO_,MAKER_ID_578,2026-08-01,CHECKER_ID_5,2026-08-01,272733,2026-08-01,EVEN,C,A,N,3655,2026-08-01,E,WO,RA,RELEASE_BY_5,2026-08-01,RATE_ASSIGNE,2026-08-01,RATE_ASSIGN_,2026-08-01,I,TRN_TYPE_5,C,6306,TXN0000000000000578,003,2026-08-01
MO,CONTRACT_REF_NO_,MAKER_ID_579,2026-08-02,CHECKER_ID_5,2026-08-02,873332,2026-08-02,EVEN,C,A,N,6133,2026-08-02,E,WO,RA,RELEASE_BY_5,2026-08-02,RATE_ASSIGNE,2026-08-02,RATE_ASSIGN_,2026-08-02,I,TRN_TYPE_5,C,9774,TXN0000000000000579,004,2026-08-02
MO,CONTRACT_REF_NO_,MAKER_ID_580,2026-08-03,CHECKER_ID_5,2026-08-03,448213,2026-08-03,EVEN,C,A,N,9130,2026-08-03,E,WO,RA,RELEASE_BY_5,2026-08-03,RATE_ASSIGNE,2026-08-03,RATE_ASSIGN_,2026-08-03,I,TRN_TYPE_5,C,8600,TXN0000000000000580,005,2026-08-03
MO,CONTRACT_REF_NO_,MAKER_ID_581,2026-08-04,CHECKER_ID_5,2026-08-04,218625,2026-08-04,EVEN,C,A,N,3708,2026-08-04,E,WO,RA,RELEASE_BY_5,2026-08-04,RATE_ASSIGNE,2026-08-04,RATE_ASSIGN_,2026-08-04,I,TRN_TYPE_5,C,2747,TXN0000000000000581,006,2026-08-04
MO,CONTRACT_REF_NO_,MAKER_ID_582,2026-08-05,CHECKER_ID_5,2026-08-05,862327,2026-08-05,EVEN,C,A,N,9240,2026-08-05,E,WO,RA,RELEASE_BY_5,2026-08-05,RATE_ASSIGNE,2026-08-05,RATE_ASSIGN_,2026-08-05,I,TRN_TYPE_5,C,9637,TXN0000000000000582,007,2026-08-05
MO,CONTRACT_REF_NO_,MAKER_ID_583,2026-08-06,CHECKER_ID_5,2026-08-06,794219,2026-08-06,EVEN,C,A,N,7811,2026-08-06,E,WO,RA,RELEASE_BY_5,2026-08-06,RATE_ASSIGNE,2026-08-06,RATE_ASSIGN_,2026-08-06,I,TRN_TYPE_5,C,6301,TXN0000000000000583,008,2026-08-06
MO,CONTRACT_REF_NO_,MAKER_ID_584,2026-08-07,CHECKER_ID_5,2026-08-07,759128,2026-08-07,EVEN,C,A,N,4914,2026-08-07,E,WO,RA,RELEASE_BY_5,2026-08-07,RATE_ASSIGNE,2026-08-07,RATE_ASSIGN_,2026-08-07,I,TRN_TYPE_5,C,561,TXN0000000000000584,009,2026-08-07
MO,CONTRACT_REF_NO_,MAKER_ID_585,2026-08-08,CHECKER_ID_5,2026-08-08,573867,2026-08-08,EVEN,C,A,N,518,2026-08-08,E,WO,RA,RELEASE_BY_5,2026-08-08,RATE_ASSIGNE,2026-08-08,RATE_ASSIGN_,2026-08-08,I,TRN_TYPE_5,C,1960,TXN0000000000000585,010,2026-08-08
MO,CONTRACT_REF_NO_,MAKER_ID_586,2026-08-09,CHECKER_ID_5,2026-08-09,533282,2026-08-09,EVEN,C,A,N,6684,2026-08-09,E,WO,RA,RELEASE_BY_5,2026-08-09,RATE_ASSIGNE,2026-08-09,RATE_ASSIGN_,2026-08-09,I,TRN_TYPE_5,C,7152,TXN0000000000000586,011,2026-08-09
MO,CONTRACT_REF_NO_,MAKER_ID_587,2026-08-10,CHECKER_ID_5,2026-08-10,387787,2026-08-10,EVEN,C,A,N,624,2026-08-10,E,WO,RA,RELEASE_BY_5,2026-08-10,RATE_ASSIGNE,2026-08-10,RATE_ASSIGN_,2026-08-10,I,TRN_TYPE_5,C,6115,TXN0000000000000587,012,2026-08-10
MO,CONTRACT_REF_NO_,MAKER_ID_588,2026-08-11,CHECKER_ID_5,2026-08-11,233479,2026-08-11,EVEN,C,A,N,5571,2026-08-11,E,WO,RA,RELEASE_BY_5,2026-08-11,RATE_ASSIGNE,2026-08-11,RATE_ASSIGN_,2026-08-11,I,TRN_TYPE_5,C,1863,TXN0000000000000588,013,2026-08-11
MO,CONTRACT_REF_NO_,MAKER_ID_589,2026-08-12,CHECKER_ID_5,2026-08-12,868123,2026-08-12,EVEN,C,A,N,4332,2026-08-12,E,WO,RA,RELEASE_BY_5,2026-08-12,RATE_ASSIGNE,2026-08-12,RATE_ASSIGN_,2026-08-12,I,TRN_TYPE_5,C,8920,TXN0000000000000589,014,2026-08-12
MO,CONTRACT_REF_NO_,MAKER_ID_590,2026-08-13,CHECKER_ID_5,2026-08-13,735531,2026-08-13,EVEN,C,A,N,3628,2026-08-13,E,WO,RA,RELEASE_BY_5,2026-08-13,RATE_ASSIGNE,2026-08-13,RATE_ASSIGN_,2026-08-13,I,TRN_TYPE_5,C,9934,TXN0000000000000590,015,2026-08-13
MO,CONTRACT_REF_NO_,MAKER_ID_591,2026-08-14,CHECKER_ID_5,2026-08-14,701061,2026-08-14,EVEN,C,A,N,9815,2026-08-14,E,WO,RA,RELEASE_BY_5,2026-08-14,RATE_ASSIGNE,2026-08-14,RATE_ASSIGN_,2026-08-14,I,TRN_TYPE_5,C,4661,TXN0000000000000591,016,2026-08-14
MO,CONTRACT_REF_NO_,MAKER_ID_592,2026-08-15,CHECKER_ID_5,2026-08-15,493053,2026-08-15,EVEN,C,A,N,4850,2026-08-15,E,WO,RA,RELEASE_BY_5,2026-08-15,RATE_ASSIGNE,2026-08-15,RATE_ASSIGN_,2026-08-15,I,TRN_TYPE_5,C,899,TXN0000000000000592,017,2026-08-15
MO,CONTRACT_REF_NO_,MAKER_ID_593,2026-08-16,CHECKER_ID_5,2026-08-16,77285,2026-08-16,EVEN,C,A,N,6267,2026-08-16,E,WO,RA,RELEASE_BY_5,2026-08-16,RATE_ASSIGNE,2026-08-16,RATE_ASSIGN_,2026-08-16,I,TRN_TYPE_5,C,6635,TXN0000000000000593,018,2026-08-16
MO,CONTRACT_REF_NO_,MAKER_ID_594,2026-08-17,CHECKER_ID_5,2026-08-17,987876,2026-08-17,EVEN,C,A,N,1435,2026-08-17,E,WO,RA,RELEASE_BY_5,2026-08-17,RATE_ASSIGNE,2026-08-17,RATE_ASSIGN_,2026-08-17,I,TRN_TYPE_5,C,3980,TXN0000000000000594,019,2026-08-17
MO,CONTRACT_REF_NO_,MAKER_ID_595,2026-08-18,CHECKER_ID_5,2026-08-18,423622,2026-08-18,EVEN,C,A,N,5031,2026-08-18,E,WO,RA,RELEASE_BY_5,2026-08-18,RATE_ASSIGNE,2026-08-18,RATE_ASSIGN_,2026-08-18,I,TRN_TYPE_5,C,7156,TXN0000000000000595,020,2026-08-18
